시점,사교육참여율,지역별
2015.05,65.567,인천
2015.06,65.483,인천
2015.07,65.400,인천
2015.08,65.317,인천
2015.09,65.233,인천
2015.10,65.150,인천
2015.11,65.067,인천
2015.12,64.983,인천
2016.01,64.900,인천
2016.02,65.158,인천
2016.03,65.417,인천
2016.04,65.675,인천
2016.05,65.933,인천
2016.06,66.192,인천
2016.07,66.450,인천
2016.08,66.708,인천
2016.09,66.967,인천
2016.10,67.225,인천
2016.11,67.483,인천
2016.12,67.742,인천
2017.01,68.000,인천
2017.02,68.383,인천
2017.03,68.767,인천
2017.04,69.150,인천
2017.05,69.533,인천
2017.06,69.917,인천
2017.07,70.300,인천
2017.08,70.683,인천
2017.09,71.067,인천
2017.10,71.450,인천
2017.11,71.833,인천
2017.12,72.217,인천
2018.01,72.600,인천
2018.02,72.808,인천
2018.03,73.017,인천
2018.04,73.225,인천
2018.05,73.433,인천
2018.06,73.642,인천
2018.07,73.850,인천
2018.08,74.058,인천
2018.09,74.267,인천
2018.10,74.475,인천
2018.11,74.683,인천
2018.12,74.892,인천
2019.01,75.100,인천
2019.02,74.392,인천
2019.03,73.683,인천
2019.04,72.975,인천
2019.05,72.267,인천
2019.06,71.558,인천
2019.07,70.850,인천
2019.08,70.142,인천
2019.09,69.433,인천
2019.10,68.725,인천
2019.11,68.017,인천
2019.12,67.308,인천
2020.01,66.600,인천
2020.02,67.208,인천
2020.03,67.817,인천
2020.04,68.425,인천
2020.05,69.033,인천
2020.06,69.642,인천
2020.07,70.250,인천
2020.08,70.858,인천
2020.09,71.467,인천
2020.10,72.075,인천
2020.11,72.683,인천
2020.12,73.292,인천
2021.01,73.900,인천
2021.02,74.233,인천
2021.03,74.567,인천
2021.04,74.900,인천
2021.05,75.233,인천
2021.06,75.567,인천
2021.07,75.900,인천
2021.08,76.233,인천
2021.09,76.567,인천
2021.10,76.900,인천
2021.11,77.233,인천
2021.12,77.567,인천
2022.01,77.900,인천
2022.02,77.850,인천
2022.03,77.800,인천
2022.04,77.750,인천
2022.05,77.700,인천
2022.06,77.650,인천
2022.07,77.600,인천
2022.08,77.550,인천
2022.09,77.500,인천
2022.10,77.450,인천
2022.11,77.400,인천
2022.12,77.350,인천
2023.01,77.300,인천
2009.01,67.700,전남
2009.02,67.550,전남
2009.03,67.400,전남
2009.04,67.250,전남
2009.05,67.100,전남
2009.06,66.950,전남
2009.07,66.800,전남
2009.08,66.650,전남
2009.09,66.500,전남
2009.10,66.350,전남
2009.11,66.200,전남
2009.12,66.050,전남
2010.01,65.900,전남
2010.02,65.633,전남
2010.03,65.367,전남
2010.04,65.100,전남
2010.05,64.833,전남
2010.06,64.567,전남
2010.07,64.300,전남
2010.08,64.033,전남
2010.09,63.767,전남
2010.10,63.500,전남
2010.11,63.233,전남
2010.12,62.967,전남
2011.01,62.700,전남
2011.02,62.650,전남
2011.03,62.600,전남
2011.04,62.550,전남
2011.05,62.500,전남
2011.06,62.450,전남
2011.07,62.400,전남
2011.08,62.350,전남
2011.09,62.300,전남
2011.10,62.250,전남
2011.11,62.200,전남
2011.12,62.150,전남
2012.01,62.100,전남
2012.02,61.842,전남
2012.03,61.583,전남
2012.04,61.325,전남
2012.05,61.067,전남
2012.06,60.808,전남
2012.07,60.550,전남
2012.08,60.292,전남
2012.09,60.033,전남
2012.10,59.775,전남
2012.11,59.517,전남
2012.12,59.258,전남
2013.01,59.000,전남
2013.02,58.958,전남
2013.03,58.917,전남
2013.04,58.875,전남
2013.05,58.833,전남
2013.06,58.792,전남
2013.07,58.750,전남
2013.08,58.708,전남
2013.09,58.667,전남
2013.10,58.625,전남
2013.11,58.583,전남
2013.12,58.542,전남
2014.01,58.500,전남
2014.02,58.592,전남
2014.03,58.683,전남
2014.04,58.775,전남
2014.05,58.867,전남
2014.06,58.958,전남
2014.07,59.050,전남
2014.08,59.142,전남
2014.09,59.233,전남
2014.10,59.325,전남
2014.11,59.417,전남
2014.12,59.508,전남
2015.01,59.600,전남
2015.02,59.208,전남
2015.03,58.817,전남
2015.04,58.425,전남
2015.05,58.033,전남
2015.06,57.642,전남
2015.07,57.250,전남
2015.08,56.858,전남
2015.09,56.467,전남
2015.10,56.075,전남
2015.11,55.683,전남
2015.12,55.292,전남
2016.01,54.900,전남
2016.02,55.075,전남
2016.03,55.250,전남
2016.04,55.425,전남
2016.05,55.600,전남
2016.06,55.775,전남
2016.07,55.950,전남
2016.08,56.125,전남
2016.09,56.300,전남
2016.10,56.475,전남
2016.11,56.650,전남
2016.12,56.825,전남
2017.01,57.000,전남
2017.02,57.375,전남
2017.03,57.750,전남
2017.04,58.125,전남
2017.05,58.500,전남
2017.06,58.875,전남
2017.07,59.250,전남
2017.08,59.625,전남
2017.09,60.000,전남
2017.10,60.375,전남
2017.11,60.750,전남
2017.12,61.125,전남
2018.01,61.500,전남
2018.02,61.450,전남
2018.03,61.400,전남
2018.04,61.350,전남
2018.05,61.300,전남
2018.06,61.250,전남
2018.07,61.200,전남
2018.08,61.150,전남
2018.09,61.100,전남
2018.10,61.050,전남
2018.11,61.000,전남
2018.12,60.950,전남
2019.01,60.900,전남
2019.02,60.667,전남
2019.03,60.433,전남
2019.04,60.200,전남
2019.05,59.967,전남
2019.06,59.733,전남
2019.07,59.500,전남
2019.08,59.267,전남
2019.09,59.033,전남
2019.10,58.800,전남
2019.11,58.567,전남
2019.12,58.333,전남
2020.01,58.100,전남
2020.02,58.800,전남
2020.03,59.500,전남
2020.04,60.200,전남
2020.05,60.900,전남
2020.06,61.600,전남
2020.07,62.300,전남
2020.08,63.000,전남
2020.09,63.700,전남
2020.10,64.400,전남
2020.11,65.100,전남
2020.12,65.800,전남
2021.01,66.500,전남
2021.02,66.592,전남
2021.03,66.683,전남
2021.04,66.775,전남
2021.05,66.867,전남
2021.06,66.958,전남
2021.07,67.050,전남
2021.08,67.142,전남
2021.09,67.233,전남
2021.10,67.325,전남
2021.11,67.417,전남
2021.12,67.508,전남
2022.01,67.600,전남
2022.02,67.575,전남
2022.03,67.550,전남
2022.04,67.525,전남
2022.05,67.500,전남
2022.06,67.475,전남
2022.07,67.450,전남
2022.08,67.425,전남
2022.09,67.400,전남
2022.10,67.375,전남
2022.11,67.350,전남
2022.12,67.325,전남
2023.01,67.300,전남
2009.01,65.800,전북
2009.02,65.750,전북
2009.03,65.700,전북
2009.04,65.650,전북
2009.05,65.600,전북
2009.06,65.550,전북
2009.07,65.500,전북
2009.08,65.450,전북
2009.09,65.400,전북
2009.10,65.350,전북
2009.11,65.300,전북
2009.12,65.250,전북
2010.01,65.200,전북
2010.02,64.842,전북
2010.03,64.483,전북
2010.04,64.125,전북
2010.05,63.767,전북
2010.06,63.408,전북
2010.07,63.050,전북
2010.08,62.692,전북
2010.09,62.333,전북
2010.10,61.975,전북
2010.11,61.617,전북
2010.12,61.258,전북
2011.01,60.900,전북
2011.02,60.992,전북
2011.03,61.083,전북
2011.04,61.175,전북
2011.05,61.267,전북
2011.06,61.358,전북
2011.07,61.450,전북
2011.08,61.542,전북
2011.09,61.633,전북
2011.10,61.725,전북
2011.11,61.817,전북
2011.12,61.908,전북
2012.01,62.000,전북
2012.02,61.825,전북
2012.03,61.650,전북
2012.04,61.475,전북
2012.05,61.300,전북
2012.06,61.125,전북
2012.07,60.950,전북
2012.08,60.775,전북
2012.09,60.600,전북
2012.10,60.425,전북
2012.11,60.250,전북
2012.12,60.075,전북
2013.01,59.900,전북
2013.02,59.858,전북
2013.03,59.817,전북
2013.04,59.775,전북
2013.05,59.733,전북
2013.06,59.692,전북
2013.07,59.650,전북
2013.08,59.608,전북
2013.09,59.567,전북
2013.10,59.525,전북
2013.11,59.483,전북
2013.12,59.442,전북
2014.01,59.400,전북
2014.02,59.500,전북
2014.03,59.600,전북
2014.04,59.700,전북
2014.05,59.800,전북
2014.06,59.900,전북
2014.07,60.000,전북
2014.08,60.100,전북
2014.09,60.200,전북
2014.10,60.300,전북
2014.11,60.400,전북
2014.12,60.500,전북
2015.01,60.600,전북
2015.02,60.625,전북
2015.03,60.650,전북
2015.04,60.675,전북
2015.05,60.700,전북
2015.06,60.725,전북
2015.07,60.750,전북
2015.08,60.775,전북
2015.09,60.800,전북
2015.10,60.825,전북
2015.11,60.850,전북
2015.12,60.875,전북
2016.01,60.900,전북
2016.02,61.208,전북
2016.03,61.517,전북
2016.04,61.825,전북
2016.05,62.133,전북
2016.06,62.442,전북
2016.07,62.750,전북
2016.08,63.058,전북
2016.09,63.367,전북
2016.10,63.675,전북
2016.11,63.983,전북
2016.12,64.292,전북
2017.01,64.600,전북
2017.02,64.675,전북
2017.03,64.750,전북
2017.04,64.825,전북
2017.05,64.900,전북
2017.06,64.975,전북
2017.07,65.050,전북
2017.08,65.125,전북
2017.09,65.200,전북
2017.10,65.275,전북
2017.11,65.350,전북
2017.12,65.425,전북
2018.01,65.500,전북
2018.02,65.733,전북
2018.03,65.967,전북
2018.04,66.200,전북
2018.05,66.433,전북
2018.06,66.667,전북
2018.07,66.900,전북
2018.08,67.133,전북
2018.09,67.367,전북
2018.10,67.600,전북
2018.11,67.833,전북
2018.12,68.067,전북
2019.01,68.300,전북
2019.02,67.842,전북
2019.03,67.383,전북
2019.04,66.925,전북
2019.05,66.467,전북
2019.06,66.008,전북
2019.07,65.550,전북
2019.08,65.092,전북
2019.09,64.633,전북
2019.10,64.175,전북
2019.11,63.717,전북
2019.12,63.258,전북
2020.01,62.800,전북
2020.02,63.383,전북
2020.03,63.967,전북
2020.04,64.550,전북
2020.05,65.133,전북
2020.06,65.717,전북
2020.07,66.300,전북
2020.08,66.883,전북
2020.09,67.467,전북
2020.10,68.050,전북
2020.11,68.633,전북
2020.12,69.217,전북
2021.01,69.800,전북
2021.02,69.883,전북
2021.03,69.967,전북
2021.04,70.050,전북
2021.05,70.133,전북
2021.06,70.217,전북
2021.07,70.300,전북
2021.08,70.383,전북
2021.09,70.467,전북
2021.10,70.550,전북
2021.11,70.633,전북
2021.12,70.717,전북
2022.01,70.800,전북
2022.02,70.717,전북
2022.03,70.633,전북
2022.04,70.550,전북
2022.05,70.467,전북
2022.06,70.383,전북
2022.07,70.300,전북
2022.08,70.217,전북
2022.09,70.133,전북
2022.10,70.050,전북
2022.11,69.967,전북
2022.12,69.883,전북
2023.01,69.800,전북
2009.01,68.700,제주
2009.02,68.808,제주
2009.03,68.917,제주
2009.04,69.025,제주
2009.05,69.133,제주
2009.06,69.242,제주
2009.07,69.350,제주
2009.08,69.458,제주
2009.09,69.567,제주
2009.10,69.675,제주
2009.11,69.783,제주
2009.12,69.892,제주
2010.01,70.000,제주
2010.02,69.875,제주
2010.03,69.750,제주
2010.04,69.625,제주
2010.05,69.500,제주
2010.06,69.375,제주
2010.07,69.250,제주
2010.08,69.125,제주
2010.09,69.000,제주
2010.10,68.875,제주
2010.11,68.750,제주
2010.12,68.625,제주
2011.01,68.500,제주
2011.02,68.333,제주
2011.03,68.167,제주
2011.04,68.000,제주
2011.05,67.833,제주
2011.06,67.667,제주
2011.07,67.500,제주
2011.08,67.333,제주
2011.09,67.167,제주
2011.10,67.000,제주
2011.11,66.833,제주
2011.12,66.667,제주
2012.01,66.500,제주
2012.02,66.325,제주
2012.03,66.150,제주
2012.04,65.975,제주
2012.05,65.800,제주
2012.06,65.625,제주
2012.07,65.450,제주
2012.08,65.275,제주
2012.09,65.100,제주
2012.10,64.925,제주
2012.11,64.750,제주
2012.12,64.575,제주
2013.01,64.400,제주
2013.02,64.308,제주
2013.03,64.217,제주
2013.04,64.125,제주
2013.05,64.033,제주
2013.06,63.942,제주
2013.07,63.850,제주
2013.08,63.758,제주
2013.09,63.667,제주
2013.10,63.575,제주
2013.11,63.483,제주
2013.12,63.392,제주
2014.01,63.300,제주
2014.02,63.375,제주
2014.03,63.450,제주
2014.04,63.525,제주
2014.05,63.600,제주
2014.06,63.675,제주
2014.07,63.750,제주
2014.08,63.825,제주
2014.09,63.900,제주
2014.10,63.975,제주
2014.11,64.050,제주
2014.12,64.125,제주
2015.01,64.200,제주
2015.02,64.233,제주
2015.03,64.267,제주
2015.04,64.300,제주
2015.05,64.333,제주
2015.06,64.367,제주
2015.07,64.400,제주
2015.08,64.433,제주
2015.09,64.467,제주
2015.10,64.500,제주
2015.11,64.533,제주
2015.12,64.567,제주
2016.01,64.600,제주
2016.02,64.742,제주
2016.03,64.883,제주
2016.04,65.025,제주
2016.05,65.167,제주
2016.06,65.308,제주
2016.07,65.450,제주
2016.08,65.592,제주
2016.09,65.733,제주
2016.10,65.875,제주
2016.11,66.017,제주
2016.12,66.158,제주
2017.01,66.300,제주
2017.02,66.475,제주
2017.03,66.650,제주
2017.04,66.825,제주
2017.05,67.000,제주
2017.06,67.175,제주
2017.07,67.350,제주
2017.08,67.525,제주
2017.09,67.700,제주
2017.10,67.875,제주
2017.11,68.050,제주
2017.12,68.225,제주
2018.01,68.400,제주
2018.02,68.708,제주
2018.03,69.017,제주
2018.04,69.325,제주
2018.05,69.633,제주
2018.06,69.942,제주
2018.07,70.250,제주
2018.08,70.558,제주
2018.09,70.867,제주
2018.10,71.175,제주
2018.11,71.483,제주
2018.12,71.792,제주
2019.01,72.100,제주
2019.02,71.667,제주
2019.03,71.233,제주
2019.04,70.800,제주
2019.05,70.367,제주
2019.06,69.933,제주
2019.07,69.500,제주
2019.08,69.067,제주
2019.09,68.633,제주
2019.10,68.200,제주
2019.11,67.767,제주
2019.12,67.333,제주
2020.01,66.900,제주
2020.02,67.383,제주
2020.03,67.867,제주
2020.04,68.350,제주
2020.05,68.833,제주
2020.06,69.317,제주
2020.07,69.800,제주
2020.08,70.283,제주
2020.09,70.767,제주
2020.10,71.250,제주
2020.11,71.733,제주
2020.12,72.217,제주
2021.01,72.700,제주
2021.02,72.750,제주
2021.03,72.800,제주
2021.04,72.850,제주
2021.05,72.900,제주
2021.06,72.950,제주
2021.07,73.000,제주
2021.08,73.050,제주
2021.09,73.100,제주
2021.10,73.150,제주
2021.11,73.200,제주
2021.12,73.250,제주
2022.01,73.300,제주
2022.02,73.425,제주
2022.03,73.550,제주
2022.04,73.675,제주
2022.05,73.800,제주
2022.06,73.925,제주
2022.07,74.050,제주
2022.08,74.175,제주
2022.09,74.300,제주
2022.10,74.425,제주
2022.11,74.550,제주
2022.12,74.675,제주
2023.01,74.800,제주
2009.01,68.500,충남
2009.02,68.308,충남
2009.03,68.117,충남
2009.04,67.925,충남
2009.05,67.733,충남
2009.06,67.542,충남
2009.07,67.350,충남
2009.08,67.158,충남
2009.09,66.967,충남
2009.10,66.775,충남
2009.11,66.583,충남
2009.12,66.392,충남
2010.01,66.200,충남
2010.02,66.242,충남
2010.03,66.283,충남
2010.04,66.325,충남
2010.05,66.367,충남
2010.06,66.408,충남
2010.07,66.450,충남
2010.08,66.492,충남
2010.09,66.533,충남
2010.10,66.575,충남
2010.11,66.617,충남
2010.12,66.658,충남
2011.01,66.700,충남
2011.02,66.242,충남
2011.03,65.783,충남
2011.04,65.325,충남
2011.05,64.867,충남
2011.06,64.408,충남
2011.07,63.950,충남
2011.08,63.492,충남
2011.09,63.033,충남
2011.10,62.575,충남
2011.11,62.117,충남
2011.12,61.658,충남
2012.01,61.200,충남
2012.02,61.158,충남
2012.03,61.117,충남
2012.04,61.075,충남
2012.05,61.033,충남
2012.06,60.992,충남
2012.07,60.950,충남
2012.08,60.908,충남
2012.09,60.867,충남
2012.10,60.825,충남
2012.11,60.783,충남
2012.12,60.742,충남
2013.01,60.700,충남
2013.02,60.733,충남
2013.03,60.767,충남
2013.04,60.800,충남
2013.05,60.833,충남
2013.06,60.867,충남
2013.07,60.900,충남
2013.08,60.933,충남
2013.09,60.967,충남
2013.10,61.000,충남
2013.11,61.033,충남
2013.12,61.067,충남
2014.01,61.100,충남
2014.02,61.108,충남
2014.03,61.117,충남
2014.04,61.125,충남
2014.05,61.133,충남
2014.06,61.142,충남
2014.07,61.150,충남
2014.08,61.158,충남
2014.09,61.167,충남
2014.10,61.175,충남
2014.11,61.183,충남
2014.12,61.192,충남
2015.01,61.200,충남
2015.02,61.000,충남
2015.03,60.800,충남
2015.04,60.600,충남
2015.05,60.400,충남
2015.06,60.200,충남
2015.07,60.000,충남
2015.08,59.800,충남
2015.09,59.600,충남
2015.10,59.400,충남
2015.11,59.200,충남
2015.12,59.000,충남
2016.01,58.800,충남
2016.02,59.283,충남
2016.03,59.767,충남
2016.04,60.250,충남
2016.05,60.733,충남
2016.06,61.217,충남
2016.07,61.700,충남
2016.08,62.183,충남
2016.09,62.667,충남
2016.10,63.150,충남
2016.11,63.633,충남
2016.12,64.117,충남
2017.01,64.600,충남
2017.02,64.525,충남
2017.03,64.450,충남
2017.04,64.375,충남
2017.05,64.300,충남
2017.06,64.225,충남
2017.07,64.150,충남
2017.08,64.075,충남
2017.09,64.000,충남
2017.10,63.925,충남
2017.11,63.850,충남
2017.12,63.775,충남
2018.01,63.700,충남
2018.02,64.175,충남
2018.03,64.650,충남
2018.04,65.125,충남
2018.05,65.600,충남
2018.06,66.075,충남
2018.07,66.550,충남
2018.08,67.025,충남
2018.09,67.500,충남
2018.10,67.975,충남
2018.11,68.450,충남
2018.12,68.925,충남
2019.01,69.400,충남
2019.02,68.550,충남
2019.03,67.700,충남
2019.04,66.850,충남
2019.05,66.000,충남
2019.06,65.150,충남
2019.07,64.300,충남
2019.08,63.450,충남
2019.09,62.600,충남
2019.10,61.750,충남
2019.11,60.900,충남
2019.12,60.050,충남
2020.01,59.200,충남
2020.02,59.867,충남
2020.03,60.533,충남
2020.04,61.200,충남
2020.05,61.867,충남
2020.06,62.533,충남
2020.07,63.200,충남
2020.08,63.867,충남
2020.09,64.533,충남
2020.10,65.200,충남
2020.11,65.867,충남
2020.12,66.533,충남
2021.01,67.200,충남
2021.02,67.342,충남
2021.03,67.483,충남
2021.04,67.625,충남
2021.05,67.767,충남
2021.06,67.908,충남
2021.07,68.050,충남
2021.08,68.192,충남
2021.09,68.333,충남
2021.10,68.475,충남
2021.11,68.617,충남
2021.12,68.758,충남
2022.01,68.900,충남
2022.02,69.008,충남
2022.03,69.117,충남
2022.04,69.225,충남
2022.05,69.333,충남
2022.06,69.442,충남
2022.07,69.550,충남
2022.08,69.658,충남
2022.09,69.767,충남
2022.10,69.875,충남
2022.11,69.983,충남
2022.12,70.092,충남
2023.01,70.200,충남
2009.01,69.400,충북
2009.02,69.192,충북
2009.03,68.983,충북
2009.04,68.775,충북
2009.05,68.567,충북
2009.06,68.358,충북
2009.07,68.150,충북
2009.08,67.942,충북
2009.09,67.733,충북
2009.10,67.525,충북
2009.11,67.317,충북
2009.12,67.108,충북
2010.01,66.900,충북
2010.02,66.733,충북
2010.03,66.567,충북
2010.04,66.400,충북
2010.05,66.233,충북
2010.06,66.067,충북
2010.07,65.900,충북
2010.08,65.733,충북
2010.09,65.567,충북
2010.10,65.400,충북
2010.11,65.233,충북
2010.12,65.067,충북
2011.01,64.900,충북
2011.02,64.817,충북
2011.03,64.733,충북
2011.04,64.650,충북
2011.05,64.567,충북
2011.06,64.483,충북
2011.07,64.400,충북
2011.08,64.317,충북
2011.09,64.233,충북
2011.10,64.150,충북
2011.11,64.067,충북
2011.12,63.983,충북
2012.01,63.900,충북
2012.02,63.783,충북
2012.03,63.667,충북
2012.04,63.550,충북
2012.05,63.433,충북
2012.06,63.317,충북
2012.07,63.200,충북
2012.08,63.083,충북
2012.09,62.967,충북
2012.10,62.850,충북
2012.11,62.733,충북
2012.12,62.617,충북
2013.01,62.500,충북
2013.02,62.350,충북
2013.03,62.200,충북
2013.04,62.050,충북
2013.05,61.900,충북
2013.06,61.750,충북
2013.07,61.600,충북
2013.08,61.450,충북
2013.09,61.300,충북
2013.10,61.150,충북
2013.11,61.000,충북
2013.12,60.850,충북
2014.01,60.700,충북
2014.02,60.775,충북
2014.03,60.850,충북
2014.04,60.925,충북
2014.05,61.000,충북
2014.06,61.075,충북
2014.07,61.150,충북
2014.08,61.225,충북
2014.09,61.300,충북
2014.10,61.375,충북
2014.11,61.450,충북
2014.12,61.525,충북
2015.01,61.600,충북
2015.02,61.508,충북
2015.03,61.417,충북
2015.04,61.325,충북
2015.05,61.233,충북
2015.06,61.142,충북
2015.07,61.050,충북
2015.08,60.958,충북
2015.09,60.867,충북
2015.10,60.775,충북
2015.11,60.683,충북
2015.12,60.592,충북
2016.01,60.500,충북
2016.02,60.708,충북
2016.03,60.917,충북
2016.04,61.125,충북
2016.05,61.333,충북
2016.06,61.542,충북
2016.07,61.750,충북
2016.08,61.958,충북
2016.09,62.167,충북
2016.10,62.375,충북
2016.11,62.583,충북
2016.12,62.792,충북
2017.01,63.000,충북
2017.02,63.533,충북
2017.03,64.067,충북
2017.04,64.600,충북
2017.05,65.133,충북
2017.06,65.667,충북
2017.07,66.200,충북
2017.08,66.733,충북
2017.09,67.267,충북
2017.10,67.800,충북
2017.11,68.333,충북
2017.12,68.867,충북
2018.01,69.400,충북
2018.02,69.367,충북
2018.03,69.333,충북
2018.04,69.300,충북
2018.05,69.267,충북
2018.06,69.233,충북
2018.07,69.200,충북
2018.08,69.167,충북
2018.09,69.133,충북
2018.10,69.100,충북
2018.11,69.067,충북
2018.12,69.033,충북
2019.01,69.000,충북
2019.02,68.383,충북
2019.03,67.767,충북
2019.04,67.150,충북
2019.05,66.533,충북
2019.06,65.917,충북
2019.07,65.300,충북
2019.08,64.683,충북
2019.09,64.067,충북
2019.10,63.450,충북
2019.11,62.833,충북
2019.12,62.217,충북
2020.01,61.600,충북
2020.02,62.258,충북
2020.03,62.917,충북
2020.04,63.575,충북
2020.05,64.233,충북
2020.06,64.892,충북
2020.07,65.550,충북
2020.08,66.208,충북
2020.09,66.867,충북
2020.10,67.525,충북
2020.11,68.183,충북
2020.12,68.842,충북
2021.01,69.500,충북
2021.02,69.800,충북
2021.03,70.100,충북
2021.04,70.400,충북
2021.05,70.700,충북
2021.06,71.000,충북
2021.07,71.300,충북
2021.08,71.600,충북
2021.09,71.900,충북
2021.10,72.200,충북
2021.11,72.500,충북
2021.12,72.800,충북
2022.01,73.100,충북
2022.02,73.008,충북
2022.03,72.917,충북
2022.04,72.825,충북
2022.05,72.733,충북
2022.06,72.642,충북
2022.07,72.550,충북
2022.08,72.458,충북
2022.09,72.367,충북
2022.10,72.275,충북
2022.11,72.183,충북
2022.12,72.092,충북
2023.01,72.000,충북
