시점,지역별,상용소정실근로시간 (시간)
2019.12,경기,173.1
2011.01,강원,174.4
2011.02,강원,174.4
2011.03,강원,174.4
2011.04,강원,174.4
2011.05,강원,174.4
2011.06,강원,174.4
2011.07,강원,174.4
2011.08,강원,174.4
2011.09,강원,174.4
2011.10,강원,174.4
2011.11,강원,174.4
2011.12,강원,174.4
2012.01,강원,167.6
2012.02,강원,167.6
2012.03,강원,167.6
2012.04,강원,167.6
2012.05,강원,167.6
2012.06,강원,167.6
2012.07,강원,167.6
2012.08,강원,167.6
2012.09,강원,167.6
2012.10,강원,167.6
2012.11,강원,167.6
2012.12,강원,167.6
2013.01,강원,177.7
2013.02,강원,177.7
2013.03,강원,177.7
2013.04,강원,177.7
2013.05,강원,177.7
2013.06,강원,177.7
2013.07,강원,177.7
2013.08,강원,177.7
2013.09,강원,177.7
2013.10,강원,177.7
2013.11,강원,177.7
2013.12,강원,177.7
2014.01,강원,175.7
2014.02,강원,175.7
2014.03,강원,175.7
2014.04,강원,175.7
2014.05,강원,175.7
2014.06,강원,175.7
2014.07,강원,175.7
2014.08,강원,175.7
2014.09,강원,175.7
2014.10,강원,175.7
2014.11,강원,175.7
2014.12,강원,175.7
2015.01,강원,174.0
2015.02,강원,174.0
2015.03,강원,174.0
2015.04,강원,174.0
2015.05,강원,174.0
2015.06,강원,174.0
2015.07,강원,174.0
2015.08,강원,174.0
2015.09,강원,174.0
2015.10,강원,174.0
2015.11,강원,174.0
2015.12,강원,174.0
2016.01,강원,162.7
2016.02,강원,162.7
2016.03,강원,162.7
2016.04,강원,162.7
2016.05,강원,162.7
2016.06,강원,162.7
2016.07,강원,162.7
2016.08,강원,162.7
2016.09,강원,162.7
2016.10,강원,162.7
2016.11,강원,162.7
2016.12,강원,162.7
2017.01,강원,159.9
2017.02,강원,159.9
2017.03,강원,159.9
2017.04,강원,159.9
2017.05,강원,159.9
2017.06,강원,159.9
2017.07,강원,159.9
2017.08,강원,159.9
2017.09,강원,159.9
2017.10,강원,159.9
2017.11,강원,159.9
2017.12,강원,159.9
2018.01,강원,164.6
2018.02,강원,164.6
2018.03,강원,164.6
2018.04,강원,164.6
2018.05,강원,164.6
2018.06,강원,164.6
2018.07,강원,164.6
2018.08,강원,164.6
2018.09,강원,164.6
2018.10,강원,164.6
2018.11,강원,164.6
2018.12,강원,164.6
2019.01,강원,169.1
2019.02,강원,169.1
2019.03,강원,169.1
2019.04,강원,169.1
2019.05,강원,169.1
2019.06,강원,169.1
2019.07,강원,169.1
2019.08,강원,169.1
2019.09,강원,169.1
2019.10,강원,169.1
2019.11,강원,169.1
2019.12,강원,169.1
2011.01,충북,170.5
2011.02,충북,170.5
2011.03,충북,170.5
2011.04,충북,170.5
2011.05,충북,170.5
2011.06,충북,170.5
2011.07,충북,170.5
2011.08,충북,170.5
2011.09,충북,170.5
2011.10,충북,170.5
2011.11,충북,170.5
2011.12,충북,170.5
2012.01,충북,165.2
2012.02,충북,165.2
2012.03,충북,165.2
2012.04,충북,165.2
2012.05,충북,165.2
2012.06,충북,165.2
2012.07,충북,165.2
2012.08,충북,165.2
2012.09,충북,165.2
2012.10,충북,165.2
2012.11,충북,165.2
2012.12,충북,165.2
2013.01,충북,174.4
2013.02,충북,174.4
2013.03,충북,174.4
2013.04,충북,174.4
2013.05,충북,174.4
2013.06,충북,174.4
2013.07,충북,174.4
2013.08,충북,174.4
2013.09,충북,174.4
2013.10,충북,174.4
2013.11,충북,174.4
2013.12,충북,174.4
2014.01,충북,174.7
2014.02,충북,174.7
2014.03,충북,174.7
2014.04,충북,174.7
2014.05,충북,174.7
2014.06,충북,174.7
2014.07,충북,174.7
2014.08,충북,174.7
2014.09,충북,174.7
2014.10,충북,174.7
2014.11,충북,174.7
2014.12,충북,174.7
2015.01,충북,174.0
2015.02,충북,174.0
2015.03,충북,174.0
2015.04,충북,174.0
2015.05,충북,174.0
2015.06,충북,174.0
2015.07,충북,174.0
2015.08,충북,174.0
2015.09,충북,174.0
2015.10,충북,174.0
2015.11,충북,174.0
2015.12,충북,174.0
2016.01,충북,162.8
2016.02,충북,162.8
2016.03,충북,162.8
2016.04,충북,162.8
2016.05,충북,162.8
2016.06,충북,162.8
2016.07,충북,162.8
2016.08,충북,162.8
2016.09,충북,162.8
2016.10,충북,162.8
2016.11,충북,162.8
2016.12,충북,162.8
2017.01,충북,159.9
2017.02,충북,159.9
2017.03,충북,159.9
2017.04,충북,159.9
2017.05,충북,159.9
2017.06,충북,159.9
2017.07,충북,159.9
2017.08,충북,159.9
2017.09,충북,159.9
2017.10,충북,159.9
2017.11,충북,159.9
2017.12,충북,159.9
2018.01,충북,165.2
2018.02,충북,165.2
2018.03,충북,165.2
2018.04,충북,165.2
2018.05,충북,165.2
2018.06,충북,165.2
2018.07,충북,165.2
2018.08,충북,165.2
2018.09,충북,165.2
2018.10,충북,165.2
2018.11,충북,165.2
2018.12,충북,165.2
2019.01,충북,169.1
2019.02,충북,169.1
2019.03,충북,169.1
2019.04,충북,169.1
2019.05,충북,169.1
2019.06,충북,169.1
2019.07,충북,169.1
2019.08,충북,169.1
2019.09,충북,169.1
2019.10,충북,169.1
2019.11,충북,169.1
2019.12,충북,169.1
2011.01,충남,170.4
2011.02,충남,170.4
2011.03,충남,170.4
2011.04,충남,170.4
2011.05,충남,170.4
2011.06,충남,170.4
2011.07,충남,170.4
2011.08,충남,170.4
2011.09,충남,170.4
2011.10,충남,170.4
2011.11,충남,170.4
2011.12,충남,170.4
2012.01,충남,162.8
2012.02,충남,162.8
2012.03,충남,162.8
2012.04,충남,162.8
2012.05,충남,162.8
2012.06,충남,162.8
2012.07,충남,162.8
2012.08,충남,162.8
2012.09,충남,162.8
2012.10,충남,162.8
2012.11,충남,162.8
2012.12,충남,162.8
2013.01,충남,171.4
2013.02,충남,171.4
2013.03,충남,171.4
2013.04,충남,171.4
2013.05,충남,171.4
2013.06,충남,171.4
2013.07,충남,171.4
2013.08,충남,171.4
2013.09,충남,171.4
2013.10,충남,171.4
2013.11,충남,171.4
2013.12,충남,171.4
2014.01,충남,172.1
2014.02,충남,172.1
2014.03,충남,172.1
2014.04,충남,172.1
2014.05,충남,172.1
2014.06,충남,172.1
2014.07,충남,172.1
2014.08,충남,172.1
2014.09,충남,172.1
2014.10,충남,172.1
2014.11,충남,172.1
2014.12,충남,172.1
2015.01,충남,172.1
2015.02,충남,172.1
2015.03,충남,172.1
2015.04,충남,172.1
2015.05,충남,172.1
2015.06,충남,172.1
2015.07,충남,172.1
2015.08,충남,172.1
2015.09,충남,172.1
2015.10,충남,172.1
2015.11,충남,172.1
2015.12,충남,172.1
2016.01,충남,161.0
2016.02,충남,161.0
2016.03,충남,161.0
2016.04,충남,161.0
2016.05,충남,161.0
2016.06,충남,161.0
2016.07,충남,161.0
2016.08,충남,161.0
2016.09,충남,161.0
2016.10,충남,161.0
2016.11,충남,161.0
2016.12,충남,161.0
2017.01,충남,157.6
2017.02,충남,157.6
2017.03,충남,157.6
2017.04,충남,157.6
2017.05,충남,157.6
2017.06,충남,157.6
2017.07,충남,157.6
2017.08,충남,157.6
2017.09,충남,157.6
2017.10,충남,157.6
2017.11,충남,157.6
2017.12,충남,157.6
2018.01,충남,163.0
2018.02,충남,163.0
2018.03,충남,163.0
2018.04,충남,163.0
2018.05,충남,163.0
2018.06,충남,163.0
2018.07,충남,163.0
2018.08,충남,163.0
2018.09,충남,163.0
2018.10,충남,163.0
2018.11,충남,163.0
2018.12,충남,163.0
2019.01,충남,169.6
2019.02,충남,169.6
2019.03,충남,169.6
2019.04,충남,169.6
2019.05,충남,169.6
2019.06,충남,169.6
2019.07,충남,169.6
2019.08,충남,169.6
2019.09,충남,169.6
2019.10,충남,169.6
2019.11,충남,169.6
2019.12,충남,169.6
2011.01,전북,173.0
2011.02,전북,173.0
2011.03,전북,173.0
2011.04,전북,173.0
2011.05,전북,173.0
2011.06,전북,173.0
2011.07,전북,173.0
2011.08,전북,173.0
2011.09,전북,173.0
2011.10,전북,173.0
2011.11,전북,173.0
2011.12,전북,173.0
2012.01,전북,162.6
2012.02,전북,162.6
2012.03,전북,162.6
2012.04,전북,162.6
2012.05,전북,162.6
2012.06,전북,162.6
2012.07,전북,162.6
2012.08,전북,162.6
2012.09,전북,162.6
2012.10,전북,162.6
2012.11,전북,162.6
2012.12,전북,162.6
2013.01,전북,173.7
2013.02,전북,173.7
2013.03,전북,173.7
2013.04,전북,173.7
2013.05,전북,173.7
2013.06,전북,173.7
2013.07,전북,173.7
2013.08,전북,173.7
2013.09,전북,173.7
2013.10,전북,173.7
2013.11,전북,173.7
2013.12,전북,173.7
2014.01,전북,173.6
2014.02,전북,173.6
2014.03,전북,173.6
2014.04,전북,173.6
2014.05,전북,173.6
2014.06,전북,173.6
2014.07,전북,173.6
2014.08,전북,173.6
2014.09,전북,173.6
2014.10,전북,173.6
2014.11,전북,173.6
2014.12,전북,173.6
2015.01,전북,173.1
2015.02,전북,173.1
2015.03,전북,173.1
2015.04,전북,173.1
2015.05,전북,173.1
2015.06,전북,173.1
2015.07,전북,173.1
2015.08,전북,173.1
2015.09,전북,173.1
2015.10,전북,173.1
2015.11,전북,173.1
2015.12,전북,173.1
2016.01,전북,161.2
2016.02,전북,161.2
2016.03,전북,161.2
2016.04,전북,161.2
2016.05,전북,161.2
2016.06,전북,161.2
2016.07,전북,161.2
2016.08,전북,161.2
2016.09,전북,161.2
2016.10,전북,161.2
2016.11,전북,161.2
2016.12,전북,161.2
2017.01,전북,160.9
2017.02,전북,160.9
2017.03,전북,160.9
2017.04,전북,160.9
2017.05,전북,160.9
2017.06,전북,160.9
2017.07,전북,160.9
2017.08,전북,160.9
2017.09,전북,160.9
2017.10,전북,160.9
2017.11,전북,160.9
2017.12,전북,160.9
2018.01,전북,164.5
2018.02,전북,164.5
2018.03,전북,164.5
2018.04,전북,164.5
2018.05,전북,164.5
2018.06,전북,164.5
2018.07,전북,164.5
2018.08,전북,164.5
2018.09,전북,164.5
2018.10,전북,164.5
2018.11,전북,164.5
2018.12,전북,164.5
2019.01,전북,170.6
2019.02,전북,170.6
2019.03,전북,170.6
2019.04,전북,170.6
2019.05,전북,170.6
2019.06,전북,170.6
2019.07,전북,170.6
2019.08,전북,170.6
2019.09,전북,170.6
2019.10,전북,170.6
2019.11,전북,170.6
2019.12,전북,170.6
2011.01,전남,174.5
2011.02,전남,174.5
2011.03,전남,174.5
2011.04,전남,174.5
2011.05,전남,174.5
2011.06,전남,174.5
2011.07,전남,174.5
2011.08,전남,174.5
2011.09,전남,174.5
2011.10,전남,174.5
2011.11,전남,174.5
2011.12,전남,174.5
2012.01,전남,165.6
2012.02,전남,165.6
2012.03,전남,165.6
2012.04,전남,165.6
2012.05,전남,165.6
2012.06,전남,165.6
2012.07,전남,165.6
2012.08,전남,165.6
2012.09,전남,165.6
2012.10,전남,165.6
2012.11,전남,165.6
2012.12,전남,165.6
2013.01,전남,175.0
2013.02,전남,175.0
2013.03,전남,175.0
2013.04,전남,175.0
2013.05,전남,175.0
2013.06,전남,175.0
2013.07,전남,175.0
2013.08,전남,175.0
2013.09,전남,175.0
2013.10,전남,175.0
2013.11,전남,175.0
2013.12,전남,175.0
2014.01,전남,175.8
2014.02,전남,175.8
2014.03,전남,175.8
2014.04,전남,175.8
2014.05,전남,175.8
2014.06,전남,175.8
2014.07,전남,175.8
2014.08,전남,175.8
2014.09,전남,175.8
2014.10,전남,175.8
2014.11,전남,175.8
2014.12,전남,175.8
2015.01,전남,176.5
2015.02,전남,176.5
2015.03,전남,176.5
2015.04,전남,176.5
2015.05,전남,176.5
2015.06,전남,176.5
2015.07,전남,176.5
2015.08,전남,176.5
2015.09,전남,176.5
2015.10,전남,176.5
2015.11,전남,176.5
2015.12,전남,176.5
2016.01,전남,166.1
2016.02,전남,166.1
2016.03,전남,166.1
2016.04,전남,166.1
2016.05,전남,166.1
2016.06,전남,166.1
2016.07,전남,166.1
2016.08,전남,166.1
2016.09,전남,166.1
2016.10,전남,166.1
2016.11,전남,166.1
2016.12,전남,166.1
2017.01,전남,164.6
2017.02,전남,164.6
2017.03,전남,164.6
2017.04,전남,164.6
2017.05,전남,164.6
2017.06,전남,164.6
2017.07,전남,164.6
2017.08,전남,164.6
2017.09,전남,164.6
2017.10,전남,164.6
2017.11,전남,164.6
2017.12,전남,164.6
2018.01,전남,166.9
2018.02,전남,166.9
2018.03,전남,166.9
2018.04,전남,166.9
2018.05,전남,166.9
2018.06,전남,166.9
2018.07,전남,166.9
2018.08,전남,166.9
2018.09,전남,166.9
2018.10,전남,166.9
2018.11,전남,166.9
2018.12,전남,166.9
2019.01,전남,171.8
2019.02,전남,171.8
2019.03,전남,171.8
2019.04,전남,171.8
2019.05,전남,171.8
2019.06,전남,171.8
2019.07,전남,171.8
2019.08,전남,171.8
2019.09,전남,171.8
2019.10,전남,171.8
2019.11,전남,171.8
2019.12,전남,171.8
2011.01,경북,169.1
2011.02,경북,169.1
2011.03,경북,169.1
2011.04,경북,169.1
2011.05,경북,169.1
2011.06,경북,169.1
2011.07,경북,169.1
2011.08,경북,169.1
2011.09,경북,169.1
2011.10,경북,169.1
2011.11,경북,169.1
2011.12,경북,169.1
2012.01,경북,161.3
2012.02,경북,161.3
2012.03,경북,161.3
2012.04,경북,161.3
2012.05,경북,161.3
2012.06,경북,161.3
2012.07,경북,161.3
2012.08,경북,161.3
2012.09,경북,161.3
2012.10,경북,161.3
2012.11,경북,161.3
2012.12,경북,161.3
2013.01,경북,172.1
2013.02,경북,172.1
2013.03,경북,172.1
2013.04,경북,172.1
2013.05,경북,172.1
2013.06,경북,172.1
2013.07,경북,172.1
2013.08,경북,172.1
2013.09,경북,172.1
2013.10,경북,172.1
2013.11,경북,172.1
2013.12,경북,172.1
2014.01,경북,173.0
2014.02,경북,173.0
2014.03,경북,173.0
2014.04,경북,173.0
2014.05,경북,173.0
2014.06,경북,173.0
2014.07,경북,173.0
2014.08,경북,173.0
2014.09,경북,173.0
2014.10,경북,173.0
2014.11,경북,173.0
2014.12,경북,173.0
2015.01,경북,171.3
2015.02,경북,171.3
2015.03,경북,171.3
2015.04,경북,171.3
2015.05,경북,171.3
2015.06,경북,171.3
2015.07,경북,171.3
2015.08,경북,171.3
2015.09,경북,171.3
2015.10,경북,171.3
2015.11,경북,171.3
2015.12,경북,171.3
2016.01,경북,162.7
2016.02,경북,162.7
2016.03,경북,162.7
2016.04,경북,162.7
2016.05,경북,162.7
2016.06,경북,162.7
2016.07,경북,162.7
2016.08,경북,162.7
2016.09,경북,162.7
2016.10,경북,162.7
2016.11,경북,162.7
2016.12,경북,162.7
2017.01,경북,161.3
2017.02,경북,161.3
2017.03,경북,161.3
2017.04,경북,161.3
2017.05,경북,161.3
2017.06,경북,161.3
2017.07,경북,161.3
2017.08,경북,161.3
2017.09,경북,161.3
2017.10,경북,161.3
2017.11,경북,161.3
2017.12,경북,161.3
2018.01,경북,163.7
2018.02,경북,163.7
2018.03,경북,163.7
2018.04,경북,163.7
2018.05,경북,163.7
2018.06,경북,163.7
2018.07,경북,163.7
2018.08,경북,163.7
2018.09,경북,163.7
2018.10,경북,163.7
2018.11,경북,163.7
2018.12,경북,163.7
2019.01,경북,168.6
2019.02,경북,168.6
2019.03,경북,168.6
2019.04,경북,168.6
2019.05,경북,168.6
2019.06,경북,168.6
2019.07,경북,168.6
2019.08,경북,168.6
2019.09,경북,168.6
2019.10,경북,168.6
2019.11,경북,168.6
2019.12,경북,168.6
2011.01,경남,171.8
2011.02,경남,171.8
2011.03,경남,171.8
2011.04,경남,171.8
2011.05,경남,171.8
2011.06,경남,171.8
2011.07,경남,171.8
2011.08,경남,171.8
2011.09,경남,171.8
2011.10,경남,171.8
2011.11,경남,171.8
2011.12,경남,171.8
2012.01,경남,165.3
2012.02,경남,165.3
2012.03,경남,165.3
2012.04,경남,165.3
2012.05,경남,165.3
2012.06,경남,165.3
2012.07,경남,165.3
2012.08,경남,165.3
2012.09,경남,165.3
2012.10,경남,165.3
2012.11,경남,165.3
2012.12,경남,165.3
2013.01,경남,173.5
2013.02,경남,173.5
2013.03,경남,173.5
2013.04,경남,173.5
2013.05,경남,173.5
2013.06,경남,173.5
2013.07,경남,173.5
2013.08,경남,173.5
2013.09,경남,173.5
2013.10,경남,173.5
2013.11,경남,173.5
2013.12,경남,173.5
2014.01,경남,174.7
2014.02,경남,174.7
2014.03,경남,174.7
2014.04,경남,174.7
2014.05,경남,174.7
2014.06,경남,174.7
2014.07,경남,174.7
2014.08,경남,174.7
2014.09,경남,174.7
2014.10,경남,174.7
2014.11,경남,174.7
2014.12,경남,174.7
2015.01,경남,173.1
2015.02,경남,173.1
2015.03,경남,173.1
2015.04,경남,173.1
2015.05,경남,173.1
2015.06,경남,173.1
2015.07,경남,173.1
2015.08,경남,173.1
2015.09,경남,173.1
2015.10,경남,173.1
2015.11,경남,173.1
2015.12,경남,173.1
2016.01,경남,162.1
2016.02,경남,162.1
2016.03,경남,162.1
2016.04,경남,162.1
2016.05,경남,162.1
2016.06,경남,162.1
2016.07,경남,162.1
2016.08,경남,162.1
2016.09,경남,162.1
2016.10,경남,162.1
2016.11,경남,162.1
2016.12,경남,162.1
2017.01,경남,159.8
2017.02,경남,159.8
2017.03,경남,159.8
2017.04,경남,159.8
2017.05,경남,159.8
2017.06,경남,159.8
2017.07,경남,159.8
2017.08,경남,159.8
2017.09,경남,159.8
2017.10,경남,159.8
2017.11,경남,159.8
2017.12,경남,159.8
2018.01,경남,163.4
2018.02,경남,163.4
2018.03,경남,163.4
2018.04,경남,163.4
2018.05,경남,163.4
2018.06,경남,163.4
2018.07,경남,163.4
2018.08,경남,163.4
2018.09,경남,163.4
2018.10,경남,163.4
2018.11,경남,163.4
2018.12,경남,163.4
2019.01,경남,169.5
2019.02,경남,169.5
2019.03,경남,169.5
2019.04,경남,169.5
2019.05,경남,169.5
2019.06,경남,169.5
2019.07,경남,169.5
2019.08,경남,169.5
2019.09,경남,169.5
2019.10,경남,169.5
2019.11,경남,169.5
2019.12,경남,169.5
2011.01,제주,180.8
2011.02,제주,180.8
2011.03,제주,180.8
2011.04,제주,180.8
2011.05,제주,180.8
2011.06,제주,180.8
2011.07,제주,180.8
2011.08,제주,180.8
2011.09,제주,180.8
2011.10,제주,180.8
2011.11,제주,180.8
2011.12,제주,180.8
2012.01,제주,172.3
2012.02,제주,172.3
2012.03,제주,172.3
2012.04,제주,172.3
2012.05,제주,172.3
2012.06,제주,172.3
2012.07,제주,172.3
2012.08,제주,172.3
2012.09,제주,172.3
2012.10,제주,172.3
2012.11,제주,172.3
2012.12,제주,172.3
2013.01,제주,179.4
2013.02,제주,179.4
2013.03,제주,179.4
2013.04,제주,179.4
2013.05,제주,179.4
2013.06,제주,179.4
2013.07,제주,179.4
2013.08,제주,179.4
2013.09,제주,179.4
2013.10,제주,179.4
2013.11,제주,179.4
2013.12,제주,179.4
2014.01,제주,179.6
2014.02,제주,179.6
2014.03,제주,179.6
2014.04,제주,179.6
2014.05,제주,179.6
2014.06,제주,179.6
2014.07,제주,179.6
2014.08,제주,179.6
2014.09,제주,179.6
2014.10,제주,179.6
2014.11,제주,179.6
2014.12,제주,179.6
2015.01,제주,179.4
2015.02,제주,179.4
2015.03,제주,179.4
2015.04,제주,179.4
2015.05,제주,179.4
2015.06,제주,179.4
2015.07,제주,179.4
2015.08,제주,179.4
2015.09,제주,179.4
2015.10,제주,179.4
2015.11,제주,179.4
2015.12,제주,179.4
2016.01,제주,172.2
2016.02,제주,172.2
2016.03,제주,172.2
2016.04,제주,172.2
2016.05,제주,172.2
2016.06,제주,172.2
2016.07,제주,172.2
2016.08,제주,172.2
2016.09,제주,172.2
2016.10,제주,172.2
2016.11,제주,172.2
2016.12,제주,172.2
2017.01,제주,169.4
2017.02,제주,169.4
2017.03,제주,169.4
2017.04,제주,169.4
2017.05,제주,169.4
2017.06,제주,169.4
2017.07,제주,169.4
2017.08,제주,169.4
2017.09,제주,169.4
2017.10,제주,169.4
2017.11,제주,169.4
2017.12,제주,169.4
2018.01,제주,171.4
2018.02,제주,171.4
2018.03,제주,171.4
2018.04,제주,171.4
2018.05,제주,171.4
2018.06,제주,171.4
2018.07,제주,171.4
2018.08,제주,171.4
2018.09,제주,171.4
2018.10,제주,171.4
2018.11,제주,171.4
2018.12,제주,171.4
2019.01,제주,171.6
2019.02,제주,171.6
2019.03,제주,171.6
2019.04,제주,171.6
2019.05,제주,171.6
2019.06,제주,171.6
2019.07,제주,171.6
2019.08,제주,171.6
2019.09,제주,171.6
2019.10,제주,171.6
2019.11,제주,171.6
2019.12,제주,171.6
