지역별,시점,아파트매매가격지수,인구밀도,사교육참여율,고용률,여성초혼연령,인터넷이용률,합계출산율,근로시간
강원,2022.07,116.7,90.8,72.7,64.2,30.98,87.6,0.93,154.6
경기,2022.07,155.1,1350.5,81.9,65.0,31.48,93.1,0.802,158.2
경남,2022.07,104.3,310.7,74.9,61.5,31.13,94.4,0.818,157.0
경북,2022.07,106.5,139.4,73.8,63.9,30.95,94.5,0.895,154.9
광주,2022.07,140.6,2918.3,76.4,59.0,31.19,97.5,0.775,155.9
대구,2022.07,118.2,2039.6,80.2,59.8,31.34,97.2,0.73,155.6
대전,2022.07,152.7,2726.8,77.9,61.6,31.06,95.5,0.814,155.2
부산,2022.07,119.5,4260.7,80.2,57.5,31.83,95.1,0.694,157.7
서울,2022.07,174.5,15529.0,84.8,60.9,32.31,92.7,0.572,156.9
울산,2022.07,106.3,1043.2,78.2,59.9,30.95,97.5,0.831,153.0
인천,2022.07,140.5,2821.4,77.3,63.6,31.45,93.6,0.72,158.2
전남,2022.07,115.0,143.5,67.3,66.3,30.82,88.6,0.97,157.6
전북,2022.07,118.7,219.4,69.8,64.5,30.95,93.2,0.798,154.3
제주,2022.07,111.5,365.7,74.9,69.8,31.74,92.4,0.873,158.0
충남,2022.07,112.9,267.5,70.3,66.2,30.79,94.0,0.876,155.9
충북,2022.07,114.1,220.7,72.0,65.8,30.71,94.6,0.879,155.7
강원,2022.08,116.5,90.8,72.7,64.0,31.0,88.3,0.924,154.1
경기,2022.08,151.0,1351.3,81.9,64.5,31.5,93.1,0.796,157.6
경남,2022.08,103.7,310.6,74.9,61.1,31.15,94.5,0.815,156.6
경북,2022.08,105.6,139.6,73.9,64.0,30.97,94.6,0.889,154.6
광주,2022.08,138.5,2916.3,76.4,59.0,31.21,97.3,0.764,155.6
대구,2022.08,115.1,1949.0,80.2,59.7,31.36,97.5,0.725,155.1
대전,2022.08,148.3,2726.2,77.9,62.2,31.09,95.8,0.81,154.8
부산,2022.08,117.3,4258.9,80.2,58.0,31.86,95.0,0.689,157.1
서울,2022.08,169.1,15524.5,84.8,60.7,32.33,92.8,0.569,156.5
울산,2022.08,105.4,1043.0,78.2,60.0,30.98,97.4,0.828,152.7
인천,2022.08,136.6,2824.2,77.3,63.3,31.48,93.6,0.716,157.7
전남,2022.08,113.4,143.6,67.3,67.0,30.82,89.0,0.971,157.2
전북,2022.08,118.7,219.3,69.7,63.2,30.96,93.3,0.795,153.8
제주,2022.08,111.7,365.7,74.9,70.3,31.73,91.9,0.865,157.4
충남,2022.08,112.0,267.8,70.3,66.4,30.82,94.2,0.87,155.5
충북,2022.08,113.1,220.9,71.9,65.9,30.73,94.8,0.88,155.2
강원,2022.09,116.1,90.8,72.7,64.1,31.02,89.0,0.918,153.6
경기,2022.09,145.8,1352.1,81.9,64.3,31.52,93.2,0.79,157.0
경남,2022.09,103.0,310.5,74.9,61.1,31.18,94.5,0.812,156.2
경북,2022.09,105.3,139.9,73.9,63.4,30.99,94.6,0.883,154.3
광주,2022.09,137.2,2914.4,76.4,59.0,31.22,97.2,0.752,155.2
대구,2022.09,112.9,1858.4,80.2,59.7,31.38,97.7,0.72,154.6
대전,2022.09,146.6,2725.7,77.9,61.9,31.12,96.0,0.805,154.3
부산,2022.09,115.2,4257.2,80.2,57.8,31.88,95.0,0.684,156.6
서울,2022.09,165.1,15520.0,84.8,60.7,32.35,92.9,0.566,156.0
울산,2022.09,104.0,1042.7,78.2,59.9,31.0,97.4,0.825,152.4
인천,2022.09,132.7,2827.1,77.3,63.6,31.5,93.6,0.712,157.2
전남,2022.09,113.0,143.6,67.3,67.6,30.82,89.4,0.971,156.8
전북,2022.09,116.2,219.3,69.7,63.3,30.97,93.4,0.792,153.3
제주,2022.09,114.7,365.8,74.9,70.5,31.73,91.4,0.858,156.8
충남,2022.09,111.1,268.0,70.3,66.5,30.85,94.5,0.864,155.2
충북,2022.09,112.4,221.0,71.9,65.4,30.75,94.9,0.881,154.8
강원,2022.1,114.4,90.8,72.8,63.9,31.04,89.6,0.912,153.1
경기,2022.1,139.4,1352.9,81.9,64.2,31.55,93.2,0.784,156.5
경남,2022.1,101.9,310.5,74.9,61.4,31.21,94.6,0.809,155.8
경북,2022.1,103.2,140.1,73.9,64.2,31.02,94.7,0.878,154.0
광주,2022.1,134.0,2912.4,76.4,59.6,31.23,97.0,0.74,154.9
대구,2022.1,110.2,1767.9,80.2,59.5,31.39,97.9,0.716,154.1
대전,2022.1,141.3,2725.1,77.9,62.6,31.14,96.3,0.801,153.9
부산,2022.1,113.5,4255.5,80.2,57.7,31.9,94.9,0.679,156.0
서울,2022.1,157.3,15515.5,84.8,60.5,32.37,93.0,0.562,155.5
울산,2022.1,102.2,1042.5,78.2,60.0,31.02,97.3,0.822,152.1
인천,2022.1,124.8,2830.0,77.3,63.6,31.52,93.6,0.707,156.7
전남,2022.1,111.4,143.6,67.3,67.3,30.83,89.8,0.971,156.4
전북,2022.1,115.6,219.2,69.7,63.3,30.98,93.4,0.789,152.8
제주,2022.1,111.2,365.8,74.9,72.2,31.73,90.9,0.85,156.2
충남,2022.1,109.2,268.2,70.3,67.1,30.88,94.7,0.859,154.8
충북,2022.1,109.4,221.2,71.9,65.9,30.77,95.1,0.882,154.4
강원,2022.11,111.7,90.8,72.8,63.3,31.06,90.3,0.906,152.6
경기,2022.11,132.9,1353.7,81.9,63.9,31.57,93.2,0.778,155.9
경남,2022.11,99.2,310.4,74.9,61.8,31.23,94.6,0.806,155.4
경북,2022.11,100.9,140.4,73.9,63.8,31.04,94.8,0.872,153.7
광주,2022.11,130.9,2910.4,76.4,59.7,31.25,96.9,0.729,154.6
대구,2022.11,106.3,1677.3,80.2,59.3,31.41,98.2,0.711,153.5
대전,2022.11,137.5,2724.6,77.9,62.4,31.17,96.6,0.796,153.4
부산,2022.11,108.4,4253.7,80.2,57.8,31.93,94.9,0.674,155.4
서울,2022.11,148.7,15510.9,84.8,60.8,32.4,93.1,0.559,155.1
울산,2022.11,98.3,1042.2,78.2,60.3,31.05,97.3,0.82,151.7
인천,2022.11,120.1,2832.8,77.3,63.9,31.55,93.6,0.703,156.2
전남,2022.11,109.5,143.7,67.3,67.9,30.83,90.2,0.971,155.9
전북,2022.11,111.6,219.2,69.7,63.1,30.99,93.5,0.786,152.3
제주,2022.11,109.6,365.8,74.9,72.1,31.72,90.4,0.842,155.5
충남,2022.11,106.7,268.5,70.3,66.2,30.91,95.0,0.853,154.4
충북,2022.11,108.4,221.4,71.9,65.7,30.79,95.2,0.883,153.9
강원,2022.12,109.9,90.8,72.8,58.2,31.08,90.9,0.899,152.1
경기,2022.12,128.5,1354.5,81.9,63.0,31.59,93.2,0.772,155.3
경남,2022.12,97.5,310.3,74.9,60.2,31.26,94.7,0.802,155.0
경북,2022.12,99.8,140.6,73.9,60.9,31.06,94.9,0.866,153.4
광주,2022.12,125.9,2908.5,76.4,58.2,31.26,96.7,0.717,154.3
대구,2022.12,103.2,1586.7,80.2,58.5,31.43,98.4,0.707,153.0
대전,2022.12,135.4,2724.0,77.9,62.3,31.19,96.8,0.792,153.0
부산,2022.12,105.8,4252.0,80.2,57.6,31.95,94.8,0.669,154.8
서울,2022.12,143.1,15506.4,84.8,60.8,32.42,93.2,0.555,154.6
울산,2022.12,96.5,1042.0,78.2,59.1,31.07,97.2,0.817,151.4
인천,2022.12,117.2,2835.7,77.3,62.5,31.57,93.6,0.698,155.7
전남,2022.12,107.1,143.7,67.3,65.0,30.83,90.6,0.972,155.5
전북,2022.12,110.2,219.1,69.7,59.0,31.0,93.6,0.783,151.8
제주,2022.12,107.4,365.8,74.9,70.7,31.72,89.9,0.835,154.9
충남,2022.12,104.6,268.7,70.3,61.9,30.94,95.2,0.848,154.0
충북,2022.12,105.5,221.6,71.9,63.3,30.81,95.4,0.885,153.5
강원,2023.01,109.4,90.8,74.2,55.9,31.1,91.5,0.893,151.6
경기,2023.01,126.8,1355.3,81.8,62.0,31.61,93.2,0.766,154.7
경남,2023.01,96.1,310.2,74.6,59.0,31.29,94.8,0.799,154.6
경북,2023.01,98.6,140.8,74.5,59.7,31.08,95.0,0.86,153.1
광주,2023.01,127.6,2906.6,77.3,58.8,31.27,96.5,0.706,154.0
대구,2023.01,101.4,1496.1,80.4,57.6,31.45,98.6,0.702,152.5
대전,2023.01,133.0,2723.4,78.0,61.2,31.21,97.0,0.787,152.6
부산,2023.01,104.6,4250.3,81.1,57.1,31.97,94.7,0.664,154.2
서울,2023.01,144.8,15501.9,85.1,59.8,32.44,93.3,0.552,154.1
울산,2023.01,96.4,1041.8,78.1,58.5,31.09,97.1,0.814,151.1
인천,2023.01,115.3,2838.6,76.9,61.4,31.59,93.6,0.694,155.2
전남,2023.01,106.6,143.7,67.1,64.2,30.83,91.0,0.972,155.1
전북,2023.01,107.4,219.0,69.1,59.7,31.01,93.7,0.78,151.3
제주,2023.01,107.5,365.8,75.8,67.7,31.72,89.4,0.827,154.3
충남,2023.01,103.2,268.9,71.1,60.0,30.97,95.4,0.842,153.6
충북,2023.01,105.8,221.8,71.2,61.1,30.83,95.6,0.886,153.1
강원,2023.02,109.6,90.8,75.8,59.3,31.12,92.2,0.887,151.1
경기,2023.02,128.8,1356.1,81.6,62.4,31.63,93.2,0.76,154.1
경남,2023.02,96.6,310.1,74.3,60.0,31.31,94.8,0.796,154.2
경북,2023.02,99.0,141.1,75.2,61.6,31.1,95.1,0.854,152.8
광주,2023.02,125.9,2904.6,78.2,59.3,31.29,96.4,0.695,153.7
대구,2023.02,101.2,1405.5,80.6,58.9,31.47,98.9,0.697,151.9
대전,2023.02,133.4,2722.9,78.2,61.9,31.24,97.3,0.782,152.1
부산,2023.02,105.5,4248.5,82.0,56.7,32.0,94.7,0.659,153.6
서울,2023.02,147.7,15497.3,85.5,60.2,32.47,93.4,0.549,153.7
울산,2023.02,96.6,1041.5,77.9,58.8,31.12,97.1,0.811,150.7
인천,2023.02,116.0,2841.4,76.5,62.1,31.62,93.6,0.69,154.7
전남,2023.02,106.8,143.8,66.9,65.8,30.83,91.4,0.972,154.6
전북,2023.02,108.2,219.0,68.4,61.9,31.02,93.8,0.777,150.8
제주,2023.02,109.8,365.8,76.9,67.6,31.71,88.9,0.819,153.6
충남,2023.02,103.6,269.2,72.0,60.6,31.0,95.7,0.836,153.2
충북,2023.02,105.5,222.0,70.5,63.2,30.85,95.7,0.887,152.6
강원,2023.03,110.7,90.8,77.4,62.8,31.14,92.9,0.88,150.6
경기,2023.03,130.9,1356.9,81.5,63.4,31.66,93.2,0.754,153.6
경남,2023.03,96.9,310.1,74.1,61.8,31.34,94.9,0.792,153.8
경북,2023.03,99.3,141.3,75.9,63.1,31.12,95.2,0.848,152.5
광주,2023.03,126.5,2902.6,79.2,59.8,31.3,96.2,0.683,153.4
대구,2023.03,101.8,1315.0,80.8,59.8,31.48,99.1,0.693,151.4
대전,2023.03,135.3,2722.3,78.3,61.6,31.26,97.6,0.778,151.7
부산,2023.03,106.0,4246.8,83.0,57.9,32.02,94.6,0.654,153.0
서울,2023.03,149.8,15492.8,85.8,60.8,32.49,93.5,0.545,153.2
울산,2023.03,97.2,1041.3,77.8,59.6,31.14,97.0,0.808,150.4
인천,2023.03,118.0,2844.3,76.0,62.2,31.64,93.6,0.685,154.2
전남,2023.03,106.3,143.8,66.7,67.4,30.83,91.8,0.973,154.2
전북,2023.03,107.9,218.9,67.7,62.3,31.03,93.8,0.774,150.3
제주,2023.03,107.0,365.8,77.9,68.0,31.71,88.4,0.812,153.0
충남,2023.03,104.0,269.4,72.9,63.7,31.03,95.9,0.831,152.8
충북,2023.03,106.6,222.2,69.7,66.0,30.87,95.9,0.889,152.2
강원,2023.04,110.4,90.8,79.0,64.9,31.16,93.5,0.874,150.1
경기,2023.04,132.2,1357.7,81.3,63.7,31.68,93.3,0.748,153.0
경남,2023.04,96.9,310.0,73.8,62.7,31.37,94.9,0.789,153.4
경북,2023.04,99.3,141.6,76.6,64.4,31.15,95.2,0.842,152.2
광주,2023.04,126.6,2900.7,80.2,60.2,31.31,96.1,0.672,153.0
대구,2023.04,101.9,1224.4,81.0,59.6,31.5,99.3,0.688,150.9
대전,2023.04,136.0,2721.8,78.5,61.5,31.29,97.8,0.773,151.2
부산,2023.04,106.6,4245.1,84.0,57.8,32.04,94.6,0.649,152.5
서울,2023.04,152.1,15488.3,86.2,60.8,32.51,93.6,0.542,152.7
울산,2023.04,97.1,1041.0,77.6,59.7,31.16,97.0,0.805,150.1
인천,2023.04,118.7,2847.2,75.6,63.0,31.66,93.6,0.681,153.7
전남,2023.04,107.7,143.8,66.5,67.9,30.84,92.2,0.973,153.8
전북,2023.04,108.1,218.9,67.0,63.1,31.04,93.9,0.771,149.8
제주,2023.04,107.5,365.9,79.0,68.7,31.71,87.9,0.804,152.4
충남,2023.04,104.7,269.6,73.8,65.3,31.06,96.2,0.825,152.5
충북,2023.04,106.8,222.3,68.9,66.2,30.89,96.0,0.89,151.8
강원,2023.05,111.0,90.8,80.6,66.2,31.18,94.2,0.868,149.6
경기,2023.05,133.5,1358.5,81.2,64.9,31.7,93.3,0.742,152.4
경남,2023.05,97.1,309.9,73.5,63.2,31.39,95.0,0.786,153.0
경북,2023.05,100.0,141.8,77.3,65.0,31.17,95.3,0.837,151.9
광주,2023.05,127.2,2898.7,81.2,59.9,31.33,95.9,0.66,152.7
대구,2023.05,101.9,1133.8,81.2,61.9,31.52,99.6,0.684,150.4
대전,2023.05,137.3,2721.2,78.6,62.0,31.32,98.1,0.769,150.8
부산,2023.05,106.8,4243.3,85.0,58.0,32.07,94.5,0.644,151.9
서울,2023.05,154.0,15483.8,86.5,61.6,32.53,93.7,0.538,152.3
울산,2023.05,97.9,1040.8,77.5,60.1,31.19,96.9,0.803,149.8
인천,2023.05,119.6,2850.0,75.2,63.8,31.69,93.6,0.676,153.2
전남,2023.05,106.6,143.9,66.3,68.7,30.84,92.6,0.973,153.4
전북,2023.05,108.2,218.8,66.3,64.2,31.05,94.0,0.768,149.3
제주,2023.05,109.5,365.9,80.0,69.4,31.7,87.4,0.796,151.8
충남,2023.05,104.3,269.9,74.7,66.6,31.09,96.4,0.82,152.1
충북,2023.05,106.8,222.5,68.2,66.6,30.91,96.2,0.891,151.3
강원,2023.06,111.5,90.8,82.2,65.9,31.2,94.8,0.862,149.1
경기,2023.06,134.8,1359.3,81.1,64.7,31.72,93.3,0.736,151.8
경남,2023.06,97.2,309.8,73.2,63.5,31.42,95.1,0.783,152.6
경북,2023.06,100.0,142.0,78.0,64.6,31.19,95.4,0.831,151.6
광주,2023.06,127.8,2896.8,82.1,60.5,31.34,95.8,0.648,152.4
대구,2023.06,102.2,1043.2,81.5,61.5,31.54,99.8,0.679,149.8
대전,2023.06,138.7,2720.6,78.7,62.2,31.34,98.3,0.764,150.4
부산,2023.06,107.0,4241.6,85.9,57.8,32.09,94.4,0.639,151.3
서울,2023.06,156.7,15479.2,86.9,61.6,32.56,93.8,0.535,151.8
울산,2023.06,98.3,1040.6,77.4,60.4,31.21,96.8,0.8,149.4
인천,2023.06,119.5,2852.9,74.8,63.8,31.71,93.6,0.672,152.7
전남,2023.06,106.6,143.9,66.0,68.3,30.84,93.0,0.973,153.0
전북,2023.06,108.7,218.8,65.6,63.9,31.06,94.0,0.765,148.8
제주,2023.06,107.8,365.9,81.1,69.5,31.7,86.9,0.789,151.2
충남,2023.06,104.2,270.1,75.6,67.5,31.12,96.6,0.814,151.7
충북,2023.06,107.2,222.7,67.4,66.5,30.94,96.4,0.892,150.9
강원,2023.07,111.0,90.8,83.8,65.3,31.23,95.4,0.856,148.7
경기,2023.07,136.1,1360.1,80.9,64.7,31.74,93.3,0.73,151.2
경남,2023.07,97.6,309.8,73.0,62.7,31.45,95.1,0.78,152.2
경북,2023.07,100.2,142.3,78.7,64.0,31.21,95.5,0.825,151.2
광주,2023.07,127.7,2894.9,83.1,60.5,31.35,95.6,0.637,152.1
대구,2023.07,103.0,952.6,81.7,61.0,31.55,100.0,0.674,149.3
대전,2023.07,140.3,2720.1,78.9,60.9,31.36,98.5,0.76,149.9
부산,2023.07,107.1,4239.9,86.9,58.2,32.11,94.4,0.635,150.7
서울,2023.07,158.3,15474.7,87.2,61.1,32.58,93.9,0.532,151.3
울산,2023.07,98.5,1040.3,77.2,60.1,31.23,96.8,0.797,149.1
인천,2023.07,121.1,2855.8,74.4,64.0,31.73,93.6,0.668,152.2
전남,2023.07,106.8,143.9,65.8,67.6,30.84,93.5,0.974,152.5
전북,2023.07,108.8,218.7,64.9,64.4,31.07,94.1,0.762,148.3
제주,2023.07,111.2,365.9,82.1,69.5,31.7,86.3,0.781,150.5
충남,2023.07,104.7,270.3,76.5,66.2,31.16,96.9,0.808,151.3
충북,2023.07,107.6,222.9,66.7,66.1,30.96,96.5,0.894,150.5
강원,2023.08,111.9,90.8,85.4,65.6,31.25,96.1,0.849,148.2
경기,2023.08,137.5,1360.9,80.8,64.6,31.76,93.3,0.723,150.6
경남,2023.08,97.6,309.7,72.7,62.2,31.47,95.2,0.776,151.8
경북,2023.08,100.9,142.5,79.4,63.6,31.23,95.6,0.819,150.9
광주,2023.08,128.7,2892.9,84.1,60.2,31.37,95.4,0.626,151.8
대구,2023.08,103.2,862.0,81.9,60.0,31.57,100.3,0.67,148.8
대전,2023.08,141.9,2719.5,79.0,61.7,31.39,98.8,0.755,149.5
부산,2023.08,107.7,4238.1,87.9,58.0,32.14,94.3,0.63,150.1
서울,2023.08,160.3,15470.2,87.6,61.4,32.6,94.0,0.528,150.9
울산,2023.08,99.5,1040.1,77.1,59.6,31.26,96.7,0.794,148.8
인천,2023.08,121.9,2858.6,74.0,64.2,31.76,93.6,0.663,151.7
전남,2023.08,107.7,144.0,65.6,67.1,30.84,93.9,0.974,152.1
전북,2023.08,109.0,218.6,64.2,64.6,31.08,94.2,0.758,147.8
제주,2023.08,108.7,365.9,83.1,70.1,31.69,85.8,0.773,149.9
충남,2023.08,105.0,270.6,77.4,66.3,31.19,97.1,0.803,150.9
충북,2023.08,108.3,223.1,65.9,66.3,30.98,96.7,0.895,150.0
강원,2023.09,112.7,90.8,87.0,65.4,31.27,96.8,0.843,147.7
경기,2023.09,138.8,1361.7,80.6,64.5,31.78,93.4,0.717,150.0
경남,2023.09,97.7,309.6,72.4,62.3,31.5,95.2,0.773,151.4
경북,2023.09,101.5,142.8,80.1,64.4,31.25,95.6,0.813,150.6
광주,2023.09,128.2,2891.0,85.1,60.6,31.38,95.3,0.614,151.5
대구,2023.09,103.8,771.5,82.1,60.0,31.59,100.5,0.665,148.3
대전,2023.09,143.1,2719.0,79.2,62.3,31.42,99.0,0.75,149.0
부산,2023.09,107.6,4236.4,88.9,58.5,32.16,94.3,0.625,149.6
서울,2023.09,161.8,15465.7,87.9,61.1,32.62,94.1,0.525,150.4
울산,2023.09,100.8,1039.8,76.9,60.0,31.28,96.7,0.791,148.5
인천,2023.09,122.4,2861.5,73.5,64.0,31.78,93.6,0.659,151.2
전남,2023.09,107.5,144.0,65.4,67.0,30.84,94.3,0.974,151.7
전북,2023.09,108.4,218.6,63.5,64.6,31.09,94.3,0.755,147.3
제주,2023.09,111.3,366.0,84.2,70.0,31.69,85.3,0.766,149.3
충남,2023.09,105.4,270.8,78.3,66.4,31.22,97.4,0.797,150.6
충북,2023.09,109.6,223.2,65.1,66.4,31.0,96.8,0.896,149.6
강원,2023.1,113.0,90.8,88.6,65.3,31.29,97.4,0.837,147.2
경기,2023.1,138.4,1362.5,80.5,64.6,31.81,93.4,0.711,149.5
경남,2023.1,97.6,309.6,72.1,62.9,31.53,95.3,0.77,151.0
경북,2023.1,101.1,143.0,80.7,64.9,31.28,95.7,0.807,150.3
광주,2023.1,128.2,2889.0,86.0,60.6,31.39,95.1,0.602,151.1
대구,2023.1,103.5,680.9,82.3,60.2,31.6,100.7,0.661,147.8
대전,2023.1,142.9,2718.4,79.3,62.0,31.44,99.3,0.746,148.6
부산,2023.1,107.2,4234.7,89.8,58.1,32.18,94.2,0.62,149.0
서울,2023.1,161.6,15461.2,88.3,61.6,32.64,94.2,0.521,149.9
울산,2023.1,100.4,1039.6,76.8,60.1,31.3,96.6,0.788,148.2
인천,2023.1,122.4,2864.4,73.1,63.4,31.8,93.6,0.654,150.7
전남,2023.1,107.0,144.0,65.2,66.9,30.85,94.7,0.974,151.3
전북,2023.1,109.1,218.5,62.9,64.3,31.1,94.3,0.752,146.8
제주,2023.1,108.4,366.0,85.2,70.3,31.69,84.8,0.758,148.7
충남,2023.1,105.4,271.0,79.2,66.3,31.25,97.6,0.792,150.2
충북,2023.1,109.3,223.4,64.4,66.4,31.02,97.0,0.897,149.2
강원,2023.11,111.9,90.8,90.2,64.5,31.31,98.1,0.831,146.7
경기,2023.11,137.0,1363.3,80.4,64.6,31.83,93.4,0.705,148.9
경남,2023.11,97.4,309.5,71.8,62.5,31.55,95.3,0.767,150.6
경북,2023.11,100.8,143.3,81.4,64.5,31.3,95.8,0.802,150.0
광주,2023.11,127.7,2887.0,87.0,60.9,31.41,95.0,0.591,150.8
대구,2023.11,102.8,590.3,82.5,59.0,31.62,101.0,0.656,147.2
대전,2023.11,143.5,2717.9,79.4,62.0,31.47,99.6,0.741,148.1
부산,2023.11,106.5,4232.9,90.8,57.5,32.21,94.2,0.615,148.4
서울,2023.11,159.2,15456.6,88.6,61.7,32.67,94.3,0.518,149.5
울산,2023.11,99.6,1039.3,76.7,60.7,31.33,96.6,0.786,147.8
인천,2023.11,121.5,2867.2,72.7,62.9,31.83,93.6,0.65,150.2
전남,2023.11,107.0,144.1,65.0,66.8,30.85,95.1,0.974,150.8
전북,2023.11,108.6,218.5,62.2,64.6,31.11,94.4,0.749,146.3
제주,2023.11,112.9,366.0,86.3,70.8,31.68,84.3,0.75,148.0
충남,2023.11,105.1,271.3,80.1,66.4,31.28,97.9,0.786,149.8
충북,2023.11,109.6,223.6,63.6,65.8,31.04,97.1,0.898,148.7
강원,2023.12,111.6,90.8,91.8,59.0,31.33,98.7,0.824,146.2
경기,2023.12,135.8,1364.1,80.2,63.6,31.85,93.4,0.699,148.3
경남,2023.12,96.7,309.4,71.6,61.2,31.58,95.4,0.763,150.2
경북,2023.12,100.2,143.5,82.1,61.8,31.32,95.9,0.796,149.7
광주,2023.12,126.4,2885.1,88.0,59.6,31.42,94.8,0.579,150.5
대구,2023.12,102.1,499.7,82.7,57.9,31.64,101.2,0.652,146.7
대전,2023.12,141.4,2717.3,79.6,60.3,31.49,99.8,0.737,147.7
부산,2023.12,105.2,4231.2,91.8,57.0,32.23,94.1,0.61,147.8
서울,2023.12,157.4,15452.1,89.0,61.2,32.69,94.4,0.514,149.0
울산,2023.12,99.1,1039.1,76.5,59.6,31.35,96.5,0.783,147.5
인천,2023.12,120.6,2870.1,72.3,62.3,31.85,93.6,0.645,149.7
전남,2023.12,107.1,144.1,64.8,64.8,30.85,95.5,0.975,150.4
전북,2023.12,107.9,218.4,61.5,61.5,31.12,94.5,0.746,145.8
제주,2023.12,108.0,366.0,87.3,69.0,31.68,83.8,0.743,147.4
충남,2023.12,104.7,271.5,81.0,62.2,31.31,98.1,0.781,149.4
충북,2023.12,109.1,223.8,62.8,64.6,31.06,97.3,0.9,148.3
