"시점","행정구역별",데이터
"2011.03","인천광역시",77.9
"2011.03","광주광역시",67.9
"2011.03","대전광역시",64.4
"2011.03","울산광역시",79.1
"2011.03","경기도",74.4
"2011.03","강원특별자치도",80.3
"2011.03","충청북도",83.4
"2011.03","충청남도",79.5
"2011.03","전북특별자치도",91.9
"2011.03","전라남도",82.7
"2011.03","경상북도",81.7
"2011.03","경상남도",95.0
"2011.03","제주특별자치도",67.5
"2011.04","서울특별시",80.0
"2011.04","부산광역시",77.5
"2011.04","대구광역시",56.9
"2011.04","인천광역시",77.9
"2011.04","광주광역시",70.3
"2011.04","대전광역시",65.5
"2011.04","울산광역시",80.6
"2011.04","경기도",74.6
"2011.04","강원특별자치도",81.8
"2011.04","충청북도",84.8
"2011.04","충청남도",80.8
"2011.04","전북특별자치도",93.5
"2011.04","전라남도",83.8
"2011.04","경상북도",82.6
"2011.04","경상남도",101.8
"2011.04","제주특별자치도",67.8
"2011.05","서울특별시",80.0
"2011.05","부산광역시",78.2
"2011.05","대구광역시",57.1
"2011.05","인천광역시",77.9
"2011.05","광주광역시",71.1
"2011.05","대전광역시",65.0
"2011.05","울산광역시",80.9
"2011.05","경기도",74.6
"2011.05","강원특별자치도",81.4
"2011.05","충청북도",85.0
"2011.05","충청남도",81.3
"2011.05","전북특별자치도",94.1
"2011.05","전라남도",84.9
"2011.05","경상북도",82.7
"2011.05","경상남도",102.6
"2011.05","제주특별자치도",67.7
"2011.06","서울특별시",79.9
"2011.06","부산광역시",79.4
"2011.06","대구광역시",57.7
"2011.06","인천광역시",77.7
"2011.06","광주광역시",72.6
"2011.06","대전광역시",66.4
"2011.06","울산광역시",82.1
"2011.06","경기도",74.6
"2011.06","강원특별자치도",83.3
"2011.06","충청북도",86.2
"2011.06","충청남도",82.1
"2011.06","전북특별자치도",95.3
"2011.06","전라남도",86.3
"2011.06","경상북도",83.4
"2011.06","경상남도",104.0
"2011.06","제주특별자치도",68.0
"2011.07","서울특별시",79.8
"2011.07","부산광역시",80.5
"2011.07","대구광역시",58.3
"2011.07","인천광역시",77.5
"2011.07","광주광역시",73.8
"2011.07","대전광역시",67.9
"2011.07","울산광역시",82.9
"2011.07","경기도",74.5
"2011.07","강원특별자치도",85.1
"2011.07","충청북도",88.2
"2011.07","충청남도",82.8
"2011.07","전북특별자치도",96.6
"2011.07","전라남도",86.5
"2011.07","경상북도",83.8
"2011.07","경상남도",105.0
"2011.07","제주특별자치도",68.5
"2011.08","서울특별시",79.7
"2011.08","부산광역시",81.5
"2011.08","대구광역시",59.0
"2011.08","인천광역시",77.3
"2011.08","광주광역시",75.2
"2011.08","대전광역시",69.1
"2011.08","울산광역시",83.8
"2011.08","경기도",74.6
"2011.08","강원특별자치도",89.2
"2011.08","충청북도",89.9
"2011.08","충청남도",83.7
"2011.08","전북특별자치도",98.2
"2011.08","전라남도",87.1
"2011.08","경상북도",84.5
"2011.08","경상남도",106.3
"2011.08","제주특별자치도",68.8
"2011.09","서울특별시",79.6
"2011.09","부산광역시",82.4
"2011.09","대구광역시",59.8
"2011.09","인천광역시",77.1
"2011.09","광주광역시",77.0
"2011.09","대전광역시",70.1
"2011.09","울산광역시",84.7
"2011.09","경기도",74.6
"2011.09","강원특별자치도",90.8
"2011.09","충청북도",91.8
"2011.09","충청남도",84.7
"2011.09","전북특별자치도",100.0
"2011.09","전라남도",88.0
"2011.09","경상북도",85.4
"2011.09","경상남도",107.6
"2011.09","제주특별자치도",69.6
"2011.10","서울특별시",79.5
"2011.10","부산광역시",83.1
"2011.10","대구광역시",60.3
"2011.10","인천광역시",76.8
"2011.10","광주광역시",78.0
"2011.10","대전광역시",70.7
"2011.10","울산광역시",85.7
"2011.10","경기도",74.7
"2011.10","강원특별자치도",91.9
"2011.10","충청북도",93.2
"2011.10","충청남도",85.8
"2011.10","전북특별자치도",101.2
"2011.10","전라남도",89.0
"2011.10","경상북도",86.2
"2011.10","경상남도",108.6
"2011.10","제주특별자치도",70.7
"2011.11","서울특별시",79.3
"2011.11","부산광역시",84.1
"2011.11","대구광역시",61.3
"2011.11","인천광역시",76.5
"2011.11","광주광역시",78.6
"2011.11","대전광역시",70.9
"2011.11","울산광역시",87.9
"2011.11","경기도",74.7
"2011.11","강원특별자치도",93.2
"2011.11","충청북도",94.3
"2011.11","충청남도",87.2
"2011.11","전북특별자치도",102.5
"2011.11","전라남도",90.9
"2011.11","경상북도",87.5
"2011.11","경상남도",109.3
"2011.11","제주특별자치도",71.7
"2011.12","서울특별시",79.2
"2011.12","부산광역시",84.4
"2011.12","대구광역시",61.6
"2011.12","인천광역시",76.4
"2011.12","광주광역시",79.0
"2011.12","대전광역시",70.8
"2011.12","울산광역시",88.9
"2011.12","경기도",74.6
"2011.12","강원특별자치도",93.7
"2011.12","충청북도",95.1
"2011.12","충청남도",87.8
"2011.12","전북특별자치도",103.3
"2011.12","전라남도",92.5
"2011.12","경상북도",88.2
"2011.12","경상남도",109.4
"2011.12","제주특별자치도",72.9
"2012.01","서울특별시",79.0
"2012.01","부산광역시",84.3
"2012.01","대구광역시",63.0
"2012.01","인천광역시",76.2
"2012.01","광주광역시",79.8
"2012.01","대전광역시",70.5
"2012.01","울산광역시",89.9
"2012.01","경기도",74.3
"2012.01","강원특별자치도",95.7
"2012.01","충청북도",95.7
"2012.01","충청남도",88.6
"2012.01","전북특별자치도",104.6
"2012.01","전라남도",93.6
"2012.01","경상북도",89.4
"2012.01","경상남도",109.6
"2012.01","제주특별자치도",74.3
"2012.02","서울특별시",78.8
"2012.02","부산광역시",84.0
"2012.02","대구광역시",63.3
"2012.02","인천광역시",76.0
"2012.02","광주광역시",79.8
"2012.02","대전광역시",70.1
"2012.02","울산광역시",90.9
"2012.02","경기도",74.3
"2012.02","강원특별자치도",96.3
"2012.02","충청북도",96.0
"2012.02","충청남도",88.8
"2012.02","전북특별자치도",104.8
"2012.02","전라남도",93.9
"2012.02","경상북도",89.7
"2012.02","경상남도",109.5
"2012.02","제주특별자치도",76.3
"2012.03","서울특별시",78.5
"2012.03","부산광역시",83.8
"2012.03","대구광역시",63.8
"2012.03","인천광역시",75.9
"2012.03","광주광역시",80.3
"2012.03","대전광역시",70.0
"2012.03","울산광역시",91.6
"2012.03","경기도",74.1
"2012.03","강원특별자치도",96.8
"2012.03","충청북도",96.6
"2012.03","충청남도",89.5
"2012.03","전북특별자치도",105.7
"2012.03","전라남도",93.7
"2012.03","경상북도",90.4
"2012.03","경상남도",109.4
"2012.03","제주특별자치도",76.6
"2012.04","서울특별시",78.0
"2012.04","부산광역시",83.5
"2012.04","대구광역시",64.1
"2012.04","인천광역시",75.7
"2012.04","광주광역시",80.6
"2012.04","대전광역시",69.7
"2012.04","울산광역시",92.3
"2012.04","경기도",73.9
"2012.04","강원특별자치도",97.2
"2012.04","충청북도",97.2
"2012.04","충청남도",89.9
"2012.04","전북특별자치도",106.0
"2012.04","전라남도",94.4
"2012.04","경상북도",90.9
"2012.04","경상남도",109.3
"2012.04","제주특별자치도",77.3
"2012.05","서울특별시",77.6
"2012.05","부산광역시",83.2
"2012.05","대구광역시",64.3
"2012.05","인천광역시",75.4
"2012.05","광주광역시",81.1
"2012.05","대전광역시",69.6
"2012.05","울산광역시",93.1
"2012.05","경기도",73.7
"2012.05","강원특별자치도",97.2
"2012.05","충청북도",97.7
"2012.05","충청남도",90.3
"2012.05","전북특별자치도",105.7
"2012.05","전라남도",94.6
"2012.05","경상북도",91.4
"2012.05","경상남도",108.9
"2012.05","제주특별자치도",80.0
"2012.06","서울특별시",77.0
"2012.06","부산광역시",82.8
"2012.06","대구광역시",64.4
"2012.06","인천광역시",75.0
"2012.06","광주광역시",81.6
"2012.06","대전광역시",69.0
"2012.06","울산광역시",93.6
"2012.06","경기도",73.3
"2012.06","강원특별자치도",97.3
"2012.06","충청북도",98.0
"2012.06","충청남도",90.5
"2012.06","전북특별자치도",105.4
"2012.06","전라남도",95.0
"2012.06","경상북도",91.8
"2012.06","경상남도",108.5
"2012.06","제주특별자치도",80.0
"2012.07","서울특별시",76.5
"2012.07","부산광역시",82.3
"2012.07","대구광역시",64.5
"2012.07","인천광역시",74.5
"2012.07","광주광역시",81.7
"2012.07","대전광역시",68.6
"2012.07","울산광역시",93.1
"2012.07","경기도",72.9
"2012.07","강원특별자치도",97.3
"2012.07","충청북도",98.1
"2012.07","충청남도",90.8
"2012.07","전북특별자치도",105.0
"2012.07","전라남도",94.9
"2012.07","경상북도",92.2
"2012.07","경상남도",107.9
"2012.07","제주특별자치도",80.0
"2012.08","서울특별시",75.8
"2012.08","부산광역시",81.9
"2012.08","대구광역시",64.6
"2012.08","인천광역시",74.0
"2012.08","광주광역시",81.7
"2012.08","대전광역시",68.0
"2012.08","울산광역시",92.9
"2012.08","경기도",72.4
"2012.08","강원특별자치도",97.2
"2012.08","충청북도",98.1
"2012.08","충청남도",91.3
"2012.08","전북특별자치도",104.8
"2012.08","전라남도",95.2
"2012.08","경상북도",92.9
"2012.08","경상남도",107.5
"2012.08","제주특별자치도",80.1
"2012.09","서울특별시",75.3
"2012.09","부산광역시",81.6
"2012.09","대구광역시",64.8
"2012.09","인천광역시",73.6
"2012.09","광주광역시",81.7
"2012.09","대전광역시",67.9
"2012.09","울산광역시",92.8
"2012.09","경기도",71.8
"2012.09","강원특별자치도",97.1
"2012.09","충청북도",98.1
"2012.09","충청남도",91.8
"2012.09","전북특별자치도",104.0
"2012.09","전라남도",95.4
"2012.09","경상북도",93.6
"2012.09","경상남도",107.3
"2012.09","제주특별자치도",80.1
"2012.10","서울특별시",74.8
"2012.10","부산광역시",81.5
"2012.10","대구광역시",65.0
"2012.10","인천광역시",73.1
"2012.10","광주광역시",81.7
"2012.10","대전광역시",68.0
"2012.10","울산광역시",92.8
"2012.10","경기도",71.4
"2012.10","강원특별자치도",97.1
"2012.10","충청북도",98.2
"2012.10","충청남도",92.2
"2012.10","전북특별자치도",103.6
"2012.10","전라남도",95.4
"2012.10","경상북도",94.1
"2012.10","경상남도",107.3
"2012.10","제주특별자치도",80.1
"2012.11","서울특별시",74.4
"2012.11","부산광역시",81.4
"2012.11","대구광역시",65.1
"2012.11","인천광역시",72.7
"2012.11","광주광역시",81.8
"2012.11","대전광역시",68.1
"2012.11","울산광역시",93.1
"2012.11","세종특별자치시",61.2
"2012.11","경기도",71.0
"2012.11","강원특별자치도",97.0
"2012.11","충청북도",98.4
"2012.11","충청남도",92.6
"2012.11","전북특별자치도",102.9
"2012.11","전라남도",95.1
"2012.11","경상북도",94.6
"2012.11","경상남도",107.2
"2012.11","제주특별자치도",80.1
"2012.12","서울특별시",73.9
"2012.12","부산광역시",81.1
"2012.12","대구광역시",65.6
"2012.12","인천광역시",72.2
"2012.12","광주광역시",82.1
"2012.12","대전광역시",68.2
"2012.12","울산광역시",92.8
"2012.12","세종특별자치시",62.2
"2012.12","경기도",70.7
"2012.12","강원특별자치도",97.1
"2012.12","충청북도",98.5
"2012.12","충청남도",93.3
"2012.12","전북특별자치도",101.9
"2012.12","전라남도",94.9
"2012.12","경상북도",95.1
"2012.12","경상남도",106.8
"2012.12","제주특별자치도",79.6
"2013.01","서울특별시",73.5
"2013.01","부산광역시",80.8
"2013.01","대구광역시",66.1
"2013.01","인천광역시",71.6
"2013.01","광주광역시",82.1
"2013.01","대전광역시",68.2
"2013.01","울산광역시",92.7
"2013.01","세종특별자치시",63.1
"2013.01","경기도",70.2
"2013.01","강원특별자치도",96.9
"2013.01","충청북도",98.5
"2013.01","충청남도",93.7
"2013.01","전북특별자치도",101.1
"2013.01","전라남도",94.9
"2013.01","경상북도",95.7
"2013.01","경상남도",106.4
"2013.01","제주특별자치도",79.4
"2013.02","서울특별시",73.2
"2013.02","부산광역시",80.6
"2013.02","대구광역시",66.2
"2013.02","인천광역시",71.2
"2013.02","광주광역시",82.2
"2013.02","대전광역시",68.1
"2013.02","울산광역시",92.5
"2013.02","세종특별자치시",63.8
"2013.02","경기도",69.9
"2013.02","강원특별자치도",96.7
"2013.02","충청북도",98.5
"2013.02","충청남도",93.9
"2013.02","전북특별자치도",101.0
"2013.02","전라남도",94.6
"2013.02","경상북도",96.2
"2013.02","경상남도",106.2
"2013.02","제주특별자치도",79.4
"2013.03","서울특별시",73.1
"2013.03","부산광역시",80.5
"2013.03","대구광역시",66.4
"2013.03","인천광역시",71.0
"2013.03","광주광역시",82.3
"2013.03","대전광역시",68.2
"2013.03","울산광역시",92.4
"2013.03","세종특별자치시",64.7
"2013.03","경기도",69.7
"2013.03","강원특별자치도",96.4
"2013.03","충청북도",98.5
"2013.03","충청남도",94.1
"2013.03","전북특별자치도",100.8
"2013.03","전라남도",94.4
"2013.03","경상북도",96.8
"2013.03","경상남도",106.2
"2013.03","제주특별자치도",79.4
"2013.04","서울특별시",73.2
"2013.04","부산광역시",80.5
"2013.04","대구광역시",67.2
"2013.04","인천광역시",71.1
"2013.04","광주광역시",82.6
"2013.04","대전광역시",68.4
"2013.04","울산광역시",92.4
"2013.04","세종특별자치시",65.2
"2013.04","경기도",69.6
"2013.04","강원특별자치도",96.5
"2013.04","충청북도",98.8
"2013.04","충청남도",94.4
"2013.04","전북특별자치도",100.8
"2013.04","전라남도",94.2
"2013.04","경상북도",97.5
"2013.04","경상남도",106.5
"2013.04","제주특별자치도",79.5
"2013.05","서울특별시",73.4
"2013.05","부산광역시",80.6
"2013.05","대구광역시",67.8
"2013.05","인천광역시",71.2
"2013.05","광주광역시",82.7
"2013.05","대전광역시",68.5
"2013.05","울산광역시",92.5
"2013.05","세종특별자치시",65.8
"2013.05","경기도",69.8
"2013.05","강원특별자치도",96.6
"2013.05","충청북도",98.9
"2013.05","충청남도",94.8
"2013.05","전북특별자치도",100.8
"2013.05","전라남도",94.1
"2013.05","경상북도",98.3
"2013.05","경상남도",106.7
"2013.05","제주특별자치도",79.5
"2013.06","서울특별시",73.2
"2013.06","부산광역시",80.6
"2013.06","대구광역시",68.6
"2013.06","인천광역시",71.2
"2013.06","광주광역시",82.8
"2013.06","대전광역시",68.5
"2013.06","울산광역시",92.6
"2013.06","세종특별자치시",65.9
"2013.06","경기도",69.8
"2013.06","강원특별자치도",96.4
"2013.06","충청북도",99.0
"2013.06","충청남도",95.0
"2013.06","전북특별자치도",100.5
"2013.06","전라남도",93.9
"2013.06","경상북도",99.1
"2013.06","경상남도",106.8
"2013.06","제주특별자치도",79.5
"2013.07","서울특별시",72.8
"2013.07","부산광역시",80.4
"2013.07","대구광역시",69.7
"2013.07","인천광역시",71.1
"2013.07","광주광역시",82.8
"2013.07","대전광역시",68.3
"2013.07","울산광역시",92.7
"2013.07","세종특별자치시",65.8
"2013.07","경기도",69.7
"2013.07","강원특별자치도",96.3
"2013.07","충청북도",99.1
"2013.07","충청남도",95.3
"2013.07","전북특별자치도",100.3
"2013.07","전라남도",93.6
"2013.07","경상북도",100.3
"2013.07","경상남도",106.8
"2013.07","제주특별자치도",79.5
"2013.08","서울특별시",72.5
"2013.08","부산광역시",80.3
"2013.08","대구광역시",70.2
"2013.08","인천광역시",71.0
"2013.08","광주광역시",82.7
"2013.08","대전광역시",68.1
"2013.08","울산광역시",92.5
"2013.08","세종특별자치시",65.4
"2013.08","경기도",69.5
"2013.08","강원특별자치도",96.2
"2013.08","충청북도",99.1
"2013.08","충청남도",95.4
"2013.08","전북특별자치도",100.1
"2013.08","전라남도",93.4
"2013.08","경상북도",100.9
"2013.08","경상남도",106.7
"2013.08","제주특별자치도",79.3
"2013.09","서울특별시",72.5
"2013.09","부산광역시",80.3
"2013.09","대구광역시",70.7
"2013.09","인천광역시",71.1
"2013.09","광주광역시",82.7
"2013.09","대전광역시",68.1
"2013.09","울산광역시",92.5
"2013.09","세종특별자치시",65.6
"2013.09","경기도",69.5
"2013.09","강원특별자치도",96.3
"2013.09","충청북도",99.2
"2013.09","충청남도",95.5
"2013.09","전북특별자치도",100.0
"2013.09","전라남도",93.2
"2013.09","경상북도",101.6
"2013.09","경상남도",106.7
"2013.09","제주특별자치도",79.1
"2013.10","서울특별시",72.9
"2013.10","부산광역시",80.4
"2013.10","대구광역시",71.3
"2013.10","인천광역시",71.6
"2013.10","광주광역시",82.8
"2013.10","대전광역시",68.3
"2013.10","울산광역시",92.7
"2013.10","세종특별자치시",66.1
"2013.10","경기도",69.8
"2013.10","강원특별자치도",96.6
"2013.10","충청북도",99.4
"2013.10","충청남도",96.2
"2013.10","전북특별자치도",100.0
"2013.10","전라남도",93.1
"2013.10","경상북도",102.5
"2013.10","경상남도",107.0
"2013.10","제주특별자치도",79.1
"2013.11","서울특별시",73.0
"2013.11","부산광역시",80.5
"2013.11","대구광역시",72.2
"2013.11","인천광역시",71.9
"2013.11","광주광역시",83.0
"2013.11","대전광역시",68.4
"2013.11","울산광역시",93.0
"2013.11","세종특별자치시",66.3
"2013.11","경기도",70.0
"2013.11","강원특별자치도",96.9
"2013.11","충청북도",99.6
"2013.11","충청남도",96.9
"2013.11","전북특별자치도",100.2
"2013.11","전라남도",93.0
"2013.11","경상북도",103.3
"2013.11","경상남도",107.1
"2013.11","제주특별자치도",79.1
"2013.12","서울특별시",73.0
"2013.12","부산광역시",80.6
"2013.12","대구광역시",73.2
"2013.12","인천광역시",72.1
"2013.12","광주광역시",83.0
"2013.12","대전광역시",68.5
"2013.12","울산광역시",93.0
"2013.12","세종특별자치시",66.4
"2013.12","경기도",70.1
"2013.12","강원특별자치도",97.3
"2013.12","충청북도",100.0
"2013.12","충청남도",97.5
"2013.12","전북특별자치도",100.2
"2013.12","전라남도",92.9
"2013.12","경상북도",104.2
"2013.12","경상남도",107.2
"2013.12","제주특별자치도",79.2
"2014.01","서울특별시",73.2
"2014.01","부산광역시",80.7
"2014.01","대구광역시",74.3
"2014.01","인천광역시",72.3
"2014.01","광주광역시",83.0
"2014.01","대전광역시",68.8
"2014.01","울산광역시",93.1
"2014.01","세종특별자치시",66.6
"2014.01","경기도",70.4
"2014.01","강원특별자치도",97.4
"2014.01","충청북도",100.3
"2014.01","충청남도",98.1
"2014.01","전북특별자치도",100.2
"2014.01","전라남도",92.7
"2014.01","경상북도",105.9
"2014.01","경상남도",107.3
"2014.01","제주특별자치도",79.6
"2014.02","서울특별시",73.5
"2014.02","부산광역시",80.8
"2014.02","대구광역시",75.0
"2014.02","인천광역시",72.6
"2014.02","광주광역시",83.3
"2014.02","대전광역시",68.8
"2014.02","울산광역시",93.2
"2014.02","세종특별자치시",66.7
"2014.02","경기도",70.6
"2014.02","강원특별자치도",97.4
"2014.02","충청북도",100.5
"2014.02","충청남도",98.3
"2014.02","전북특별자치도",100.1
"2014.02","전라남도",92.6
"2014.02","경상북도",106.9
"2014.02","경상남도",107.5
"2014.02","제주특별자치도",79.8
"2014.03","서울특별시",73.8
"2014.03","부산광역시",80.9
"2014.03","대구광역시",75.5
"2014.03","인천광역시",73.1
"2014.03","광주광역시",83.4
"2014.03","대전광역시",68.8
"2014.03","울산광역시",93.5
"2014.03","세종특별자치시",66.7
"2014.03","경기도",71.0
"2014.03","강원특별자치도",97.4
"2014.03","충청북도",100.7
"2014.03","충청남도",98.8
"2014.03","전북특별자치도",100.2
"2014.03","전라남도",92.4
"2014.03","경상북도",107.5
"2014.03","경상남도",107.7
"2014.03","제주특별자치도",79.7
"2014.04","서울특별시",73.8
"2014.04","부산광역시",81.0
"2014.04","대구광역시",75.9
"2014.04","인천광역시",73.2
"2014.04","광주광역시",83.6
"2014.04","대전광역시",68.7
"2014.04","울산광역시",93.7
"2014.04","세종특별자치시",66.6
"2014.04","경기도",70.9
"2014.04","강원특별자치도",97.3
"2014.04","충청북도",100.9
"2014.04","충청남도",99.3
"2014.04","전북특별자치도",100.1
"2014.04","전라남도",92.3
"2014.04","경상북도",108.1
"2014.04","경상남도",107.9
"2014.04","제주특별자치도",79.6
"2014.05","서울특별시",73.7
"2014.05","부산광역시",81.0
"2014.05","대구광역시",76.3
"2014.05","인천광역시",73.3
"2014.05","광주광역시",83.7
"2014.05","대전광역시",68.6
"2014.05","울산광역시",94.0
"2014.05","세종특별자치시",66.3
"2014.05","경기도",70.9
"2014.05","강원특별자치도",97.3
"2014.05","충청북도",101.1
"2014.05","충청남도",99.6
"2014.05","전북특별자치도",99.9
"2014.05","전라남도",92.2
"2014.05","경상북도",108.5
"2014.05","경상남도",108.1
"2014.05","제주특별자치도",79.7
"2014.06","서울특별시",73.7
"2014.06","부산광역시",81.1
"2014.06","대구광역시",76.5
"2014.06","인천광역시",73.4
"2014.06","광주광역시",83.7
"2014.06","대전광역시",68.5
"2014.06","울산광역시",94.5
"2014.06","세종특별자치시",66.1
"2014.06","경기도",70.9
"2014.06","강원특별자치도",97.2
"2014.06","충청북도",101.3
"2014.06","충청남도",99.9
"2014.06","전북특별자치도",99.8
"2014.06","전라남도",92.0
"2014.06","경상북도",108.8
"2014.06","경상남도",108.3
"2014.06","제주특별자치도",79.5
"2014.07","서울특별시",73.6
"2014.07","부산광역시",81.2
"2014.07","대구광역시",76.7
"2014.07","인천광역시",73.4
"2014.07","광주광역시",83.9
"2014.07","대전광역시",68.5
"2014.07","울산광역시",95.0
"2014.07","세종특별자치시",65.8
"2014.07","경기도",70.8
"2014.07","강원특별자치도",97.2
"2014.07","충청북도",101.7
"2014.07","충청남도",100.3
"2014.07","전북특별자치도",99.6
"2014.07","전라남도",91.7
"2014.07","경상북도",109.1
"2014.07","경상남도",108.5
"2014.07","제주특별자치도",79.5
"2014.08","서울특별시",73.7
"2014.08","부산광역시",81.3
"2014.08","대구광역시",77.0
"2014.08","인천광역시",73.6
"2014.08","광주광역시",84.0
"2014.08","대전광역시",68.5
"2014.08","울산광역시",95.4
"2014.08","세종특별자치시",65.6
"2014.08","경기도",71.0
"2014.08","강원특별자치도",97.1
"2014.08","충청북도",101.9
"2014.08","충청남도",100.5
"2014.08","전북특별자치도",99.5
"2014.08","전라남도",91.5
"2014.08","경상북도",109.3
"2014.08","경상남도",108.8
"2014.08","제주특별자치도",79.7
"2014.09","서울특별시",74.0
"2014.09","부산광역시",81.4
"2014.09","대구광역시",77.4
"2014.09","인천광역시",73.8
"2014.09","광주광역시",84.2
"2014.09","대전광역시",68.7
"2014.09","울산광역시",95.7
"2014.09","세종특별자치시",65.3
"2014.09","경기도",71.4
