"시점","행정구역별",데이터
"2014.09","강원특별자치도",97.2
"2014.09","충청북도",102.2
"2014.09","충청남도",100.7
"2014.09","전북특별자치도",99.5
"2014.09","전라남도",91.5
"2014.09","경상북도",109.7
"2014.09","경상남도",109.0
"2014.09","제주특별자치도",80.0
"2014.10","서울특별시",74.3
"2014.10","부산광역시",81.6
"2014.10","대구광역시",77.8
"2014.10","인천광역시",74.1
"2014.10","광주광역시",84.4
"2014.10","대전광역시",68.8
"2014.10","울산광역시",95.9
"2014.10","세종특별자치시",65.4
"2014.10","경기도",71.7
"2014.10","강원특별자치도",97.3
"2014.10","충청북도",102.8
"2014.10","충청남도",101.2
"2014.10","전북특별자치도",99.6
"2014.10","전라남도",91.4
"2014.10","경상북도",110.1
"2014.10","경상남도",109.4
"2014.10","제주특별자치도",80.4
"2014.11","서울특별시",74.4
"2014.11","부산광역시",81.8
"2014.11","대구광역시",78.4
"2014.11","인천광역시",74.3
"2014.11","광주광역시",84.5
"2014.11","대전광역시",68.9
"2014.11","울산광역시",96.2
"2014.11","세종특별자치시",65.3
"2014.11","경기도",71.9
"2014.11","강원특별자치도",97.5
"2014.11","충청북도",103.3
"2014.11","충청남도",101.6
"2014.11","전북특별자치도",99.6
"2014.11","전라남도",91.3
"2014.11","경상북도",110.6
"2014.11","경상남도",109.7
"2014.11","제주특별자치도",80.7
"2014.12","서울특별시",74.5
"2014.12","부산광역시",82.0
"2014.12","대구광역시",79.0
"2014.12","인천광역시",74.4
"2014.12","광주광역시",84.8
"2014.12","대전광역시",68.9
"2014.12","울산광역시",96.5
"2014.12","세종특별자치시",65.3
"2014.12","경기도",72.0
"2014.12","강원특별자치도",97.7
"2014.12","충청북도",103.7
"2014.12","충청남도",101.8
"2014.12","전북특별자치도",99.5
"2014.12","전라남도",91.2
"2014.12","경상북도",111.1
"2014.12","경상남도",110.1
"2014.12","제주특별자치도",81.7
"2015.01","서울특별시",74.6
"2015.01","부산광역시",82.1
"2015.01","대구광역시",79.4
"2015.01","인천광역시",74.5
"2015.01","광주광역시",85.1
"2015.01","대전광역시",69.0
"2015.01","울산광역시",96.6
"2015.01","세종특별자치시",65.2
"2015.01","경기도",72.2
"2015.01","강원특별자치도",97.8
"2015.01","충청북도",104.0
"2015.01","충청남도",102.0
"2015.01","전북특별자치도",99.4
"2015.01","전라남도",91.1
"2015.01","경상북도",111.5
"2015.01","경상남도",110.3
"2015.01","제주특별자치도",82.8
"2015.02","서울특별시",74.8
"2015.02","부산광역시",82.2
"2015.02","대구광역시",79.9
"2015.02","인천광역시",74.7
"2015.02","광주광역시",85.4
"2015.02","대전광역시",69.0
"2015.02","울산광역시",96.8
"2015.02","세종특별자치시",65.2
"2015.02","경기도",72.5
"2015.02","강원특별자치도",98.0
"2015.02","충청북도",104.4
"2015.02","충청남도",102.1
"2015.02","전북특별자치도",99.4
"2015.02","전라남도",90.9
"2015.02","경상북도",112.0
"2015.02","경상남도",110.5
"2015.02","제주특별자치도",83.4
"2015.03","서울특별시",75.2
"2015.03","부산광역시",82.6
"2015.03","대구광역시",80.3
"2015.03","인천광역시",75.0
"2015.03","광주광역시",86.1
"2015.03","대전광역시",69.0
"2015.03","울산광역시",97.0
"2015.03","세종특별자치시",65.1
"2015.03","경기도",72.9
"2015.03","강원특별자치도",98.2
"2015.03","충청북도",104.9
"2015.03","충청남도",102.3
"2015.03","전북특별자치도",99.5
"2015.03","전라남도",90.9
"2015.03","경상북도",112.5
"2015.03","경상남도",110.7
"2015.03","제주특별자치도",84.0
"2015.04","서울특별시",75.7
"2015.04","부산광역시",83.0
"2015.04","대구광역시",81.2
"2015.04","인천광역시",75.6
"2015.04","광주광역시",87.4
"2015.04","대전광역시",69.1
"2015.04","울산광역시",97.4
"2015.04","세종특별자치시",65.1
"2015.04","경기도",73.5
"2015.04","강원특별자치도",98.6
"2015.04","충청북도",105.4
"2015.04","충청남도",102.5
"2015.04","전북특별자치도",99.5
"2015.04","전라남도",90.9
"2015.04","경상북도",113.0
"2015.04","경상남도",111.0
"2015.04","제주특별자치도",84.7
"2015.05","서울특별시",76.2
"2015.05","부산광역시",83.4
"2015.05","대구광역시",82.0
"2015.05","인천광역시",76.0
"2015.05","광주광역시",88.0
"2015.05","대전광역시",69.1
"2015.05","울산광역시",97.8
"2015.05","세종특별자치시",65.0
"2015.05","경기도",74.0
"2015.05","강원특별자치도",98.9
"2015.05","충청북도",105.5
"2015.05","충청남도",102.6
"2015.05","전북특별자치도",99.5
"2015.05","전라남도",90.9
"2015.05","경상북도",113.4
"2015.05","경상남도",111.2
"2015.05","제주특별자치도",85.3
"2015.06","서울특별시",76.7
"2015.06","부산광역시",83.8
"2015.06","대구광역시",82.9
"2015.06","인천광역시",76.5
"2015.06","광주광역시",88.8
"2015.06","대전광역시",69.1
"2015.06","울산광역시",98.2
"2015.06","세종특별자치시",64.9
"2015.06","경기도",74.4
"2015.06","강원특별자치도",99.2
"2015.06","충청북도",105.7
"2015.06","충청남도",102.7
"2015.06","전북특별자치도",99.4
"2015.06","전라남도",91.1
"2015.06","경상북도",113.9
"2015.06","경상남도",111.4
"2015.06","제주특별자치도",85.8
"2015.07","서울특별시",77.1
"2015.07","부산광역시",84.1
"2015.07","대구광역시",83.5
"2015.07","인천광역시",76.8
"2015.07","광주광역시",89.3
"2015.07","대전광역시",69.0
"2015.07","울산광역시",98.6
"2015.07","세종특별자치시",64.8
"2015.07","경기도",74.8
"2015.07","강원특별자치도",99.3
"2015.07","충청북도",105.7
"2015.07","충청남도",102.6
"2015.07","전북특별자치도",99.5
"2015.07","전라남도",91.1
"2015.07","경상북도",114.1
"2015.07","경상남도",111.5
"2015.07","제주특별자치도",86.7
"2015.08","서울특별시",77.6
"2015.08","부산광역시",84.3
"2015.08","대구광역시",84.1
"2015.08","인천광역시",77.1
"2015.08","광주광역시",89.6
"2015.08","대전광역시",69.0
"2015.08","울산광역시",98.8
"2015.08","세종특별자치시",64.7
"2015.08","경기도",75.1
"2015.08","강원특별자치도",99.6
"2015.08","충청북도",105.9
"2015.08","충청남도",102.6
"2015.08","전북특별자치도",99.6
"2015.08","전라남도",91.2
"2015.08","경상북도",114.5
"2015.08","경상남도",111.7
"2015.08","제주특별자치도",87.4
"2015.09","서울특별시",78.1
"2015.09","부산광역시",84.6
"2015.09","대구광역시",85.0
"2015.09","인천광역시",77.4
"2015.09","광주광역시",89.9
"2015.09","대전광역시",69.0
"2015.09","울산광역시",99.3
"2015.09","세종특별자치시",64.7
"2015.09","경기도",75.5
"2015.09","강원특별자치도",99.9
"2015.09","충청북도",106.1
"2015.09","충청남도",102.6
"2015.09","전북특별자치도",99.8
"2015.09","전라남도",91.3
"2015.09","경상북도",115.0
"2015.09","경상남도",111.9
"2015.09","제주특별자치도",88.3
"2015.10","서울특별시",78.6
"2015.10","부산광역시",85.0
"2015.10","대구광역시",85.7
"2015.10","인천광역시",77.7
"2015.10","광주광역시",90.3
"2015.10","대전광역시",69.0
"2015.10","울산광역시",99.7
"2015.10","세종특별자치시",64.7
"2015.10","경기도",75.9
"2015.10","강원특별자치도",100.3
"2015.10","충청북도",106.1
"2015.10","충청남도",102.6
"2015.10","전북특별자치도",99.9
"2015.10","전라남도",91.5
"2015.10","경상북도",115.2
"2015.10","경상남도",112.1
"2015.10","제주특별자치도",89.0
"2015.11","서울특별시",79.1
"2015.11","부산광역시",85.6
"2015.11","대구광역시",86.1
"2015.11","인천광역시",78.0
"2015.11","광주광역시",90.8
"2015.11","대전광역시",69.1
"2015.11","울산광역시",100.1
"2015.11","세종특별자치시",64.6
"2015.11","경기도",76.3
"2015.11","강원특별자치도",100.8
"2015.11","충청북도",106.0
"2015.11","충청남도",102.6
"2015.11","전북특별자치도",100.0
"2015.11","전라남도",91.8
"2015.11","경상북도",115.3
"2015.11","경상남도",112.2
"2015.11","제주특별자치도",90.3
"2015.12","서울특별시",79.4
"2015.12","부산광역시",85.9
"2015.12","대구광역시",86.1
"2015.12","인천광역시",78.2
"2015.12","광주광역시",91.0
"2015.12","대전광역시",69.1
"2015.12","울산광역시",100.5
"2015.12","세종특별자치시",64.6
"2015.12","경기도",76.4
"2015.12","강원특별자치도",101.0
"2015.12","충청북도",106.0
"2015.12","충청남도",102.5
"2015.12","전북특별자치도",100.0
"2015.12","전라남도",91.9
"2015.12","경상북도",115.1
"2015.12","경상남도",112.4
"2015.12","제주특별자치도",93.0
"2016.01","서울특별시",79.5
"2016.01","부산광역시",85.9
"2016.01","대구광역시",85.9
"2016.01","인천광역시",78.2
"2016.01","광주광역시",91.1
"2016.01","대전광역시",69.0
"2016.01","울산광역시",100.7
"2016.01","세종특별자치시",64.6
"2016.01","경기도",76.5
"2016.01","강원특별자치도",101.1
"2016.01","충청북도",105.9
"2016.01","충청남도",102.3
"2016.01","전북특별자치도",100.0
"2016.01","전라남도",92.1
"2016.01","경상북도",114.9
"2016.01","경상남도",112.4
"2016.01","제주특별자치도",95.2
"2016.02","서울특별시",79.5
"2016.02","부산광역시",86.0
"2016.02","대구광역시",85.7
"2016.02","인천광역시",78.2
"2016.02","광주광역시",91.1
"2016.02","대전광역시",69.0
"2016.02","울산광역시",100.9
"2016.02","세종특별자치시",64.6
"2016.02","경기도",76.5
"2016.02","강원특별자치도",101.2
"2016.02","충청북도",105.8
"2016.02","충청남도",102.0
"2016.02","전북특별자치도",99.9
"2016.02","전라남도",92.2
"2016.02","경상북도",114.7
"2016.02","경상남도",112.3
"2016.02","제주특별자치도",96.9
"2016.03","서울특별시",79.5
"2016.03","부산광역시",86.1
"2016.03","대구광역시",85.3
"2016.03","인천광역시",78.2
"2016.03","광주광역시",91.1
"2016.03","대전광역시",69.0
"2016.03","울산광역시",101.0
"2016.03","세종특별자치시",64.7
"2016.03","경기도",76.5
"2016.03","강원특별자치도",101.3
"2016.03","충청북도",105.7
"2016.03","충청남도",101.7
"2016.03","전북특별자치도",99.8
"2016.03","전라남도",92.3
"2016.03","경상북도",114.3
"2016.03","경상남도",112.3
"2016.03","제주특별자치도",97.7
"2016.04","서울특별시",79.6
"2016.04","부산광역시",86.2
"2016.04","대구광역시",85.0
"2016.04","인천광역시",78.3
"2016.04","광주광역시",91.3
"2016.04","대전광역시",69.0
"2016.04","울산광역시",101.2
"2016.04","세종특별자치시",64.7
"2016.04","경기도",76.5
"2016.04","강원특별자치도",101.5
"2016.04","충청북도",105.6
"2016.04","충청남도",101.4
"2016.04","전북특별자치도",99.8
"2016.04","전라남도",92.4
"2016.04","경상북도",114.0
"2016.04","경상남도",112.3
"2016.04","제주특별자치도",97.9
"2016.05","서울특별시",79.7
"2016.05","부산광역시",86.4
"2016.05","대구광역시",84.8
"2016.05","인천광역시",78.3
"2016.05","광주광역시",91.2
"2016.05","대전광역시",68.9
"2016.05","울산광역시",101.3
"2016.05","세종특별자치시",64.7
"2016.05","경기도",76.5
"2016.05","강원특별자치도",101.7
"2016.05","충청북도",105.5
"2016.05","충청남도",101.1
"2016.05","전북특별자치도",99.7
"2016.05","전라남도",92.6
"2016.05","경상북도",113.4
"2016.05","경상남도",112.2
"2016.05","제주특별자치도",97.8
"2016.06","서울특별시",80.0
"2016.06","부산광역시",86.6
"2016.06","대구광역시",84.4
"2016.06","인천광역시",78.4
"2016.06","광주광역시",91.2
"2016.06","대전광역시",68.9
"2016.06","울산광역시",101.3
"2016.06","세종특별자치시",64.7
"2016.06","경기도",76.6
"2016.06","강원특별자치도",101.8
"2016.06","충청북도",105.2
"2016.06","충청남도",100.8
"2016.06","전북특별자치도",99.7
"2016.06","전라남도",92.6
"2016.06","경상북도",112.8
"2016.06","경상남도",112.0
"2016.06","제주특별자치도",97.8
"2016.07","서울특별시",80.3
"2016.07","부산광역시",86.8
"2016.07","대구광역시",84.2
"2016.07","인천광역시",78.6
"2016.07","광주광역시",91.1
"2016.07","대전광역시",68.9
"2016.07","울산광역시",101.1
"2016.07","세종특별자치시",64.8
"2016.07","경기도",76.7
"2016.07","강원특별자치도",101.9
"2016.07","충청북도",105.0
"2016.07","충청남도",100.4
"2016.07","전북특별자치도",99.7
"2016.07","전라남도",92.7
"2016.07","경상북도",112.2
"2016.07","경상남도",111.9
"2016.07","제주특별자치도",97.9
"2016.08","서울특별시",80.6
"2016.08","부산광역시",87.2
"2016.08","대구광역시",83.9
"2016.08","인천광역시",78.7
"2016.08","광주광역시",91.1
"2016.08","대전광역시",68.9
"2016.08","울산광역시",100.9
"2016.08","세종특별자치시",64.8
"2016.08","경기도",76.8
"2016.08","강원특별자치도",102.1
"2016.08","충청북도",104.7
"2016.08","충청남도",100.1
"2016.08","전북특별자치도",99.6
"2016.08","전라남도",92.9
"2016.08","경상북도",111.7
"2016.08","경상남도",111.8
"2016.08","제주특별자치도",98.0
"2016.09","서울특별시",80.9
"2016.09","부산광역시",87.6
"2016.09","대구광역시",83.7
"2016.09","인천광역시",78.8
"2016.09","광주광역시",91.0
"2016.09","대전광역시",69.0
"2016.09","울산광역시",100.9
"2016.09","세종특별자치시",64.8
"2016.09","경기도",76.9
"2016.09","강원특별자치도",102.2
"2016.09","충청북도",104.6
"2016.09","충청남도",100.0
"2016.09","전북특별자치도",99.6
"2016.09","전라남도",92.9
"2016.09","경상북도",111.2
"2016.09","경상남도",111.6
"2016.09","제주특별자치도",98.3
"2016.10","서울특별시",81.5
"2016.10","부산광역시",88.3
"2016.10","대구광역시",83.6
"2016.10","인천광역시",79.0
"2016.10","광주광역시",91.1
"2016.10","대전광역시",69.0
"2016.10","울산광역시",101.0
"2016.10","세종특별자치시",64.8
"2016.10","경기도",77.1
"2016.10","강원특별자치도",102.5
"2016.10","충청북도",104.5
"2016.10","충청남도",99.8
"2016.10","전북특별자치도",99.6
"2016.10","전라남도",93.1
"2016.10","경상북도",110.9
"2016.10","경상남도",111.4
"2016.10","제주특별자치도",98.6
"2016.11","서울특별시",81.9
"2016.11","부산광역시",89.0
"2016.11","대구광역시",83.5
"2016.11","인천광역시",79.2
"2016.11","광주광역시",91.2
"2016.11","대전광역시",69.1
"2016.11","울산광역시",101.1
"2016.11","세종특별자치시",64.9
"2016.11","경기도",77.3
"2016.11","강원특별자치도",102.8
"2016.11","충청북도",104.5
"2016.11","충청남도",99.5
"2016.11","전북특별자치도",99.7
"2016.11","전라남도",93.2
"2016.11","경상북도",110.6
"2016.11","경상남도",111.3
"2016.11","제주특별자치도",99.2
"2016.12","서울특별시",82.0
"2016.12","부산광역시",89.5
"2016.12","대구광역시",83.4
"2016.12","인천광역시",79.2
"2016.12","광주광역시",91.3
"2016.12","대전광역시",69.1
"2016.12","울산광역시",101.0
"2016.12","세종특별자치시",65.0
"2016.12","경기도",77.3
"2016.12","강원특별자치도",103.0
"2016.12","충청북도",104.4
"2016.12","충청남도",99.3
"2016.12","전북특별자치도",99.8
"2016.12","전라남도",93.4
"2016.12","경상북도",110.1
"2016.12","경상남도",111.0
"2016.12","제주특별자치도",99.7
"2017.01","서울특별시",82.0
"2017.01","부산광역시",89.8
"2017.01","대구광역시",83.3
"2017.01","인천광역시",79.2
"2017.01","광주광역시",91.3
"2017.01","대전광역시",69.2
"2017.01","울산광역시",100.8
"2017.01","세종특별자치시",65.0
"2017.01","경기도",77.3
"2017.01","강원특별자치도",103.2
"2017.01","충청북도",104.3
"2017.01","충청남도",99.1
"2017.01","전북특별자치도",99.9
"2017.01","전라남도",93.5
"2017.01","경상북도",109.8
"2017.01","경상남도",110.9
"2017.01","제주특별자치도",100.1
"2017.02","서울특별시",82.1
"2017.02","부산광역시",89.9
"2017.02","대구광역시",83.2
"2017.02","인천광역시",79.1
"2017.02","광주광역시",91.4
"2017.02","대전광역시",69.3
"2017.02","울산광역시",100.7
"2017.02","세종특별자치시",64.9
"2017.02","경기도",77.3
"2017.02","강원특별자치도",103.4
"2017.02","충청북도",104.2
"2017.02","충청남도",98.9
"2017.02","전북특별자치도",99.9
"2017.02","전라남도",93.5
"2017.02","경상북도",109.5
"2017.02","경상남도",110.8
"2017.02","제주특별자치도",100.2
"2017.03","서울특별시",82.2
"2017.03","부산광역시",90.1
"2017.03","대구광역시",83.1
"2017.03","인천광역시",79.2
"2017.03","광주광역시",91.3
"2017.03","대전광역시",69.3
"2017.03","울산광역시",100.7
"2017.03","세종특별자치시",64.9
"2017.03","경기도",77.3
"2017.03","강원특별자치도",103.6
"2017.03","충청북도",104.1
"2017.03","충청남도",98.7
"2017.03","전북특별자치도",100.0
"2017.03","전라남도",93.6
"2017.03","경상북도",109.1
"2017.03","경상남도",110.7
"2017.03","제주특별자치도",100.2
"2017.04","서울특별시",82.5
"2017.04","부산광역시",90.4
"2017.04","대구광역시",82.9
"2017.04","인천광역시",79.2
"2017.04","광주광역시",91.4
"2017.04","대전광역시",69.4
"2017.04","울산광역시",100.6
"2017.04","세종특별자치시",65.0
"2017.04","경기도",77.4
"2017.04","강원특별자치도",104.0
"2017.04","충청북도",103.9
"2017.04","충청남도",98.3
"2017.04","전북특별자치도",100.1
"2017.04","전라남도",93.8
"2017.04","경상북도",108.7
"2017.04","경상남도",110.5
"2017.04","제주특별자치도",100.2
"2017.05","서울특별시",82.8
"2017.05","부산광역시",90.7
"2017.05","대구광역시",82.7
"2017.05","인천광역시",79.3
"2017.05","광주광역시",91.4
"2017.05","대전광역시",69.4
"2017.05","울산광역시",100.5
"2017.05","세종특별자치시",65.5
"2017.05","경기도",77.6
"2017.05","강원특별자치도",104.3
"2017.05","충청북도",103.8
"2017.05","충청남도",98.1
"2017.05","전북특별자치도",100.2
"2017.05","전라남도",94.0
"2017.05","경상북도",108.3
"2017.05","경상남도",110.2
"2017.05","제주특별자치도",100.2
"2017.06","서울특별시",83.7
"2017.06","부산광역시",91.1
"2017.06","대구광역시",82.7
"2017.06","인천광역시",79.4
"2017.06","광주광역시",91.3
"2017.06","대전광역시",69.4
"2017.06","울산광역시",100.3
"2017.06","세종특별자치시",66.9
"2017.06","경기도",77.7
"2017.06","강원특별자치도",104.5
"2017.06","충청북도",103.6
"2017.06","충청남도",97.8
"2017.06","전북특별자치도",100.4
"2017.06","전라남도",94.2
"2017.06","경상북도",108.0
"2017.06","경상남도",109.9
"2017.06","제주특별자치도",100.0
"2017.07","서울특별시",84.1
"2017.07","부산광역시",91.3
"2017.07","대구광역시",82.7
"2017.07","인천광역시",79.5
"2017.07","광주광역시",91.4
"2017.07","대전광역시",69.4
"2017.07","울산광역시",100.1
"2017.07","세종특별자치시",67.4
"2017.07","경기도",77.9
"2017.07","강원특별자치도",104.7
"2017.07","충청북도",103.4
"2017.07","충청남도",97.7
"2017.07","전북특별자치도",100.5
"2017.07","전라남도",94.4
"2017.07","경상북도",107.6
"2017.07","경상남도",109.5
"2017.07","제주특별자치도",100.0
"2017.08","서울특별시",84.6
"2017.08","부산광역시",91.5
"2017.08","대구광역시",83.1
"2017.08","인천광역시",79.8
"2017.08","광주광역시",91.5
"2017.08","대전광역시",69.6
"2017.08","울산광역시",99.8
"2017.08","세종특별자치시",67.8
"2017.08","경기도",78.2
"2017.08","강원특별자치도",104.9
"2017.08","충청북도",103.1
"2017.08","충청남도",97.4
"2017.08","전북특별자치도",100.7
"2017.08","전라남도",94.7
"2017.08","경상북도",107.2
"2017.08","경상남도",108.9
"2017.08","제주특별자치도",100.3
"2017.09","서울특별시",84.6
"2017.09","부산광역시",91.5
"2017.09","대구광역시",83.3
"2017.09","인천광역시",80.1
"2017.09","광주광역시",91.7
"2017.09","대전광역시",69.8
"2017.09","울산광역시",99.7
"2017.09","세종특별자치시",67.8
"2017.09","경기도",78.4
"2017.09","강원특별자치도",105.1
"2017.09","충청북도",102.8
"2017.09","충청남도",97.2
"2017.09","전북특별자치도",100.9
"2017.09","전라남도",94.9
"2017.09","경상북도",106.9
"2017.09","경상남도",108.5
"2017.09","제주특별자치도",100.3
"2017.10","서울특별시",84.8
"2017.10","부산광역시",91.5
"2017.10","대구광역시",83.5
"2017.10","인천광역시",80.2
"2017.10","광주광역시",91.9
"2017.10","대전광역시",69.9
"2017.10","울산광역시",99.4
"2017.10","세종특별자치시",67.8
"2017.10","경기도",78.5
"2017.10","강원특별자치도",105.4
"2017.10","충청북도",102.7
"2017.10","충청남도",97.1
"2017.10","전북특별자치도",101.1
"2017.10","전라남도",95.1
"2017.10","경상북도",106.4
"2017.10","경상남도",107.9
"2017.10","제주특별자치도",100.3
"2017.11","서울특별시",85.2
"2017.11","부산광역시",91.4
"2017.11","대구광역시",83.7
"2017.11","인천광역시",80.4
"2017.11","광주광역시",91.9
"2017.11","대전광역시",70.1
"2017.11","울산광역시",99.0
"2017.11","세종특별자치시",67.8
"2017.11","경기도",78.6
"2017.11","강원특별자치도",105.6
"2017.11","충청북도",102.5
"2017.11","충청남도",96.8
"2017.11","전북특별자치도",101.2
"2017.11","전라남도",95.4
"2017.11","경상북도",105.9
"2017.11","경상남도",107.2
"2017.11","제주특별자치도",100.3
"2017.12","서울특별시",85.9
"2017.12","부산광역시",91.3
"2017.12","대구광역시",83.9
"2017.12","인천광역시",80.4
"2017.12","광주광역시",92.0
"2017.12","대전광역시",70.2
"2017.12","울산광역시",98.7
"2017.12","세종특별자치시",67.7
"2017.12","경기도",78.6
"2017.12","강원특별자치도",105.5
"2017.12","충청북도",102.3
"2017.12","충청남도",96.6
"2017.12","전북특별자치도",101.3
"2017.12","전라남도",95.5
"2017.12","경상북도",105.5
"2017.12","경상남도",106.8
"2017.12","제주특별자치도",100.1
"2018.01","서울특별시",87.0
"2018.01","부산광역시",91.1
"2018.01","대구광역시",84.1
"2018.01","인천광역시",80.4
"2018.01","광주광역시",92.1
"2018.01","대전광역시",70.3
"2018.01","울산광역시",98.2
"2018.01","세종특별자치시",67.8
"2018.01","경기도",78.7
"2018.01","강원특별자치도",105.3
"2018.01","충청북도",101.9
"2018.01","충청남도",96.4
"2018.01","전북특별자치도",101.2
"2018.01","전라남도",95.7
"2018.01","경상북도",105.0
"2018.01","경상남도",106.2
"2018.01","제주특별자치도",99.7
"2018.02","서울특별시",88.2
"2018.02","부산광역시",90.9
"2018.02","대구광역시",84.2
"2018.02","인천광역시",80.5
"2018.02","광주광역시",92.3
